_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,930A,Contribution From Reserves/Reserve Funds,859716,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,940A,Sundry and Other Revenues,30024,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,805A,Provincial Subsidies,185502,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,930A,Contribution From Reserves/Reserve Funds,22500,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,750A,Inter-Divisional Recoveries,125000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,805A,Provincial Subsidies,3571796,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,930A,Contribution From Reserves/Reserve Funds,400000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,750A,Inter-Divisional Recoveries,228600,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,805A,Provincial Subsidies,230965,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,750A,Inter-Divisional Recoveries,150000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,805A,Provincial Subsidies,292290,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,930A,Contribution From Reserves/Reserve Funds,10055000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,750A,Inter-Divisional Recoveries,217250,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,805A,Provincial Subsidies,40598,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,810A,Federal Subsidies,1630252,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Investment Funding,930A,Contribution From Reserves/Reserve Funds,442500,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,805A,Provincial Subsidies,238088,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,805A,Provincial Subsidies,55834,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,805A,Provincial Subsidies,88149,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,805A,Provincial Subsidies,940318,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,805A,Provincial Subsidies,276969,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,810A,Federal Subsidies,420200,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,930A,Contribution From Reserves/Reserve Funds,577500,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,805A,Provincial Subsidies,164822,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,805A,Provincial Subsidies,189721,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Revenue Generation and Management,940A,Sundry and Other Revenues,108149,
"Social Development, Finance & Administration",Corporate Leadership (DCM),,805A,Provincial Subsidies,90018,
Solid Waste Management Services,SW-City Beautification,Street Litter Bins,750A,Inter-Divisional Recoveries,1354830,
Solid Waste Management Services,SW-Residual Management,Energy Generation,920A,Transfers From Capital,510301,
Solid Waste Management Services,SW-Residual Management,Energy Generation,940A,Sundry and Other Revenues,750000,
Solid Waste Management Services,SW-Residual Management,Green Lane Landfill Site,750A,Inter-Divisional Recoveries,989315,
Solid Waste Management Services,SW-Residual Management,Green Lane Landfill Site,850A,User Fees & Donations,2141321,
Solid Waste Management Services,SW-Residual Management,Green Lane Landfill Site,940A,Sundry and Other Revenues,43279633,
Solid Waste Management Services,SW-Residual Management,Perpetual Care,850A,User Fees & Donations,103000,
Solid Waste Management Services,SW-Residual Management,Perpetual Care,920A,Transfers From Capital,2294634,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),750A,Inter-Divisional Recoveries,50645,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),850A,User Fees & Donations,270331329,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),920A,Transfers From Capital,653230,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),940A,Sundry and Other Revenues,4024343,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),850A,User Fees & Donations,615145,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),920A,Transfers From Capital,33125,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),940A,Sundry and Other Revenues,51786,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),750A,Inter-Divisional Recoveries,38004,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),805A,Provincial Subsidies,10856800,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,940A,Sundry and Other Revenues,999,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),940A,Sundry and Other Revenues,1121436,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),750A,Inter-Divisional Recoveries,2698278,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),805A,Provincial Subsidies,4646,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),850A,User Fees & Donations,9199348,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),920A,Transfers From Capital,454861,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),940A,Sundry and Other Revenues,572012,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),920A,Transfers From Capital,120677,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),750A,Inter-Divisional Recoveries,135283,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),805A,Provincial Subsidies,3872,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),850A,User Fees & Donations,391617,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),920A,Transfers From Capital,83546,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),940A,Sundry and Other Revenues,18858,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),805A,Provincial Subsidies,1155414,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),920A,Transfers From Capital,510301,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),940A,Sundry and Other Revenues,310637,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),750A,Inter-Divisional Recoveries,129852,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),805A,Provincial Subsidies,9644362,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),850A,User Fees & Donations,344447,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),920A,Transfers From Capital,194940,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),940A,Sundry and Other Revenues,23836624,
Theatres,Theatrical & Other Cultural Events,,850A,User Fees & Donations,12182214,
Theatres,Theatrical & Other Cultural Events,,930A,Contribution From Reserves/Reserve Funds,2370893,
Theatres,Theatrical & Other Cultural Events,,940A,Sundry and Other Revenues,3073679,
Toronto & Region Conservation Authority,,,805A,Provincial Subsidies,1835000,
Toronto & Region Conservation Authority,,,850A,User Fees & Donations,24702000,
Toronto & Region Conservation Authority,,,930A,Contribution From Reserves/Reserve Funds,4713000,
Toronto & Region Conservation Authority,,,940A,Sundry and Other Revenues,5362000,
Toronto Atmospheric Fund,,,850A,User Fees & Donations,650000,
Toronto Atmospheric Fund,,,940A,Sundry and Other Revenues,1925000,
Toronto Building,BL-Building Compliance,Building Inspections,750A,Inter-Divisional Recoveries,407359,
Toronto Building,BL-Building Compliance,Building Inspections,850A,User Fees & Donations,594566,
Toronto Building,BL-Building Compliance,Building Inspections,860A,Licences & Permits Revenue,22587639,
Toronto Building,BL-Building Compliance,Building Inspections,920A,Transfers From Capital,162721,
Toronto Building,BL-Building Compliance,Building Inspections,930A,Contribution From Reserves/Reserve Funds,189994,
Toronto Building,BL-Building Compliance,Building Inspections,940A,Sundry and Other Revenues,14600,
Toronto Building,BL-Building Compliance,Building Investigations,750A,Inter-Divisional Recoveries,82588,
Toronto Building,BL-Building Compliance,Building Investigations,850A,User Fees & Donations,120542,
Toronto Building,BL-Building Compliance,Building Investigations,860A,Licences & Permits Revenue,4488177,
Toronto Building,BL-Building Compliance,Building Investigations,920A,Transfers From Capital,27921,
Toronto Building,BL-Building Compliance,Building Investigations,930A,Contribution From Reserves/Reserve Funds,8108,
Toronto Building,BL-Building Compliance,Building Investigations,940A,Sundry and Other Revenues,2960,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,750A,Inter-Divisional Recoveries,8928,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,850A,User Fees & Donations,13032,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,860A,Licences & Permits Revenue,485209,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,920A,Transfers From Capital,2384,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,930A,Contribution From Reserves/Reserve Funds,877,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,940A,Sundry and Other Revenues,319,
Toronto Building,BL-Building Permission & Information,Building Information,750A,Inter-Divisional Recoveries,122766,
Toronto Building,BL-Building Permission & Information,Building Information,850A,User Fees & Donations,179185,
Toronto Building,BL-Building Permission & Information,Building Information,860A,Licences & Permits Revenue,6671619,
Toronto Building,BL-Building Permission & Information,Building Information,920A,Transfers From Capital,49453,
Toronto Building,BL-Building Permission & Information,Building Information,930A,Contribution From Reserves/Reserve Funds,12053,
Toronto Building,BL-Building Permission & Information,Building Information,940A,Sundry and Other Revenues,4400,
Toronto Building,BL-Building Permission & Information,Building Permits,750A,Inter-Divisional Recoveries,399547,
Toronto Building,BL-Building Permission & Information,Building Permits,850A,User Fees & Donations,583164,
Toronto Building,BL-Building Permission & Information,Building Permits,860A,Licences & Permits Revenue,21713079,
Toronto Building,BL-Building Permission & Information,Building Permits,920A,Transfers From Capital,153682,
Toronto Building,BL-Building Permission & Information,Building Permits,930A,Contribution From Reserves/Reserve Funds,39227,
Toronto Building,BL-Building Permission & Information,Building Permits,940A,Sundry and Other Revenues,14320,
Toronto Building,BL-Building Permission & Information,Preliminary Review,750A,Inter-Divisional Recoveries,94864,
Toronto Building,BL-Building Permission & Information,Preliminary Review,850A,User Fees & Donations,138461,
Toronto Building,BL-Building Permission & Information,Preliminary Review,860A,Licences & Permits Revenue,5155339,
Toronto Building,BL-Building Permission & Information,Preliminary Review,920A,Transfers From Capital,38103,
Toronto Building,BL-Building Permission & Information,Preliminary Review,930A,Contribution From Reserves/Reserve Funds,9314,
Toronto Building,BL-Building Permission & Information,Preliminary Review,940A,Sundry and Other Revenues,3400,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,750A,Inter-Divisional Recoveries,4766,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,805A,Provincial Subsidies,1283604,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,930A,Contribution From Reserves/Reserve Funds,7127,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,750A,Inter-Divisional Recoveries,62100,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,805A,Provincial Subsidies,49148636,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,930A,Contribution From Reserves/Reserve Funds,1661597,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,750A,Inter-Divisional Recoveries,39792,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,805A,Provincial Subsidies,794945127,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,930A,Contribution From Reserves/Reserve Funds,12862092,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,940A,Sundry and Other Revenues,17800000,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,750A,Inter-Divisional Recoveries,126906,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,805A,Provincial Subsidies,24044000,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,930A,Contribution From Reserves/Reserve Funds,1542697,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,750A,Inter-Divisional Recoveries,162822,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,805A,Provincial Subsidies,56375487,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,930A,Contribution From Reserves/Reserve Funds,3069806,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,750A,Inter-Divisional Recoveries,402876,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,805A,Provincial Subsidies,573975,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,850A,User Fees & Donations,507431,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,920A,Transfers From Capital,900,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,940A,Sundry and Other Revenues,15045,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,750A,Inter-Divisional Recoveries,583,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,805A,Provincial Subsidies,322712,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,850A,User Fees & Donations,106,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,920A,Transfers From Capital,225,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,940A,Sundry and Other Revenues,3397,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,750A,Inter-Divisional Recoveries,1748,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,805A,Provincial Subsidies,1016258,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,850A,User Fees & Donations,615477,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,920A,Transfers From Capital,675,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,940A,Sundry and Other Revenues,48982,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,750A,Inter-Divisional Recoveries,4274,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,805A,Provincial Subsidies,3340188,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,850A,User Fees & Donations,6329,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,920A,Transfers From Capital,1650,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,940A,Sundry and Other Revenues,4473,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,750A,Inter-Divisional Recoveries,185320,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,805A,Provincial Subsidies,91609455,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,850A,User Fees & Donations,279011,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,920A,Transfers From Capital,71550,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,940A,Sundry and Other Revenues,484783,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,750A,Inter-Divisional Recoveries,115868,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,805A,Provincial Subsidies,25823271,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,850A,User Fees & Donations,8501,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,940A,Sundry and Other Revenues,2352,
Toronto Parking Authority,Bike Share,,930A,Contribution From Reserves/Reserve Funds,78000,
Toronto Parking Authority,Bike Share,,940A,Sundry and Other Revenues,835100,
Toronto Parking Authority,Off-Street Parking,,850A,User Fees & Donations,83826861,
Toronto Parking Authority,Off-Street Parking,,940A,Sundry and Other Revenues,3990020,
Toronto Parking Authority,On-Street Parking,,850A,User Fees & Donations,48258375,
Toronto Police Service,,,750A,Inter-Divisional Recoveries,9336500,
Toronto Police Service,,,805A,Provincial Subsidies,46664000,
Toronto Police Service,,,850A,User Fees & Donations,47810700,
Toronto Police Service,,,930A,Contribution From Reserves/Reserve Funds,23652700,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,930A,Contribution From Reserves/Reserve Funds,750000,
Toronto Public Health,Chronic Diseases & Injuries,,805A,Provincial Subsidies,27080428,
Toronto Public Health,Chronic Diseases & Injuries,,810A,Federal Subsidies,192161,
Toronto Public Health,Chronic Diseases & Injuries,,920A,Transfers From Capital,195353,
Toronto Public Health,Chronic Diseases & Injuries,,940A,Sundry and Other Revenues,1241,
Toronto Public Health,Emergency Preparedness,,805A,Provincial Subsidies,2324555,
Toronto Public Health,Emergency Preparedness,,850A,User Fees & Donations,14236,
Toronto Public Health,Emergency Preparedness,,920A,Transfers From Capital,28371,
Toronto Public Health,Emergency Preparedness,,940A,Sundry and Other Revenues,192,
Toronto Public Health,Environmental Health,,750A,Inter-Divisional Recoveries,10630,
Toronto Public Health,Environmental Health,,805A,Provincial Subsidies,17127577,
Toronto Public Health,Environmental Health,,810A,Federal Subsidies,88036,
Toronto Public Health,Environmental Health,,850A,User Fees & Donations,950918,
Toronto Public Health,Environmental Health,,920A,Transfers From Capital,365962,
Toronto Public Health,Environmental Health,,940A,Sundry and Other Revenues,553,
Toronto Public Health,Family Health,,750A,Inter-Divisional Recoveries,2856153,
Toronto Public Health,Family Health,,805A,Provincial Subsidies,66467316,
Toronto Public Health,Family Health,,920A,Transfers From Capital,167715,
Toronto Public Health,Family Health,,940A,Sundry and Other Revenues,597601,
Toronto Public Health,Infectious Diseases,,805A,Provincial Subsidies,47217753,
Toronto Public Health,Infectious Diseases,,810A,Federal Subsidies,3731,
Toronto Public Health,Infectious Diseases,,850A,User Fees & Donations,40931,
Toronto Public Health,Infectious Diseases,,920A,Transfers From Capital,1429600,
Toronto Public Health,Infectious Diseases,,940A,Sundry and Other Revenues,957367,
Toronto Public Health,Public Health Foundations,,805A,Provincial Subsidies,15085423,
Toronto Public Health,Public Health Foundations,,810A,Federal Subsidies,23500,
Toronto Public Health,Public Health Foundations,,920A,Transfers From Capital,233210,
Toronto Public Health,Public Health Foundations,,940A,Sundry and Other Revenues,301194,
Toronto Public Library,Library Collections Access & Borrowing,,805A,Provincial Subsidies,1033120,
Toronto Public Library,Library Collections Access & Borrowing,,850A,User Fees & Donations,888050,
Toronto Public Library,Library Collections Access & Borrowing,,920A,Transfers From Capital,170499,
Toronto Public Library,Library Collections Access & Borrowing,,930A,Contribution From Reserves/Reserve Funds,3660288,
Toronto Public Library,Library Collections Access & Borrowing,,940A,Sundry and Other Revenues,357096,
Toronto Public Library,Library In-Branch & Virtual Services,,805A,Provincial Subsidies,4557047,
Toronto Public Library,Library In-Branch & Virtual Services,,850A,User Fees & Donations,3916406,
Toronto Public Library,Library In-Branch & Virtual Services,,920A,Transfers From Capital,752034,
Toronto Public Library,Library In-Branch & Virtual Services,,930A,Contribution From Reserves/Reserve Funds,415123,
Toronto Public Library,Library In-Branch & Virtual Services,,940A,Sundry and Other Revenues,1575129,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,805A,Provincial Subsidies,105233,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,850A,User Fees & Donations,90244,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,920A,Transfers From Capital,17382,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,930A,Contribution From Reserves/Reserve Funds,18889,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,940A,Sundry and Other Revenues,36375,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,850A,User Fees & Donations,1240128500,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,930A,Contribution From Reserves/Reserve Funds,1001200,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,850A,User Fees & Donations,6953500,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,850A,User Fees & Donations,1432356,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,920A,Transfers From Capital,163206,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,940A,Sundry and Other Revenues,1028946,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,850A,User Fees & Donations,103445,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,920A,Transfers From Capital,73007,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,930A,Contribution From Reserves/Reserve Funds,195000,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,940A,Sundry and Other Revenues,558415,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,850A,User Fees & Donations,7134922,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,920A,Transfers From Capital,630622,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,940A,Sundry and Other Revenues,150286732,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,750A,Inter-Divisional Recoveries,25000,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,850A,User Fees & Donations,15294333,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,920A,Transfers From Capital,669976,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,940A,Sundry and Other Revenues,468689414,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,850A,User Fees & Donations,12797545,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,920A,Transfers From Capital,525790,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,940A,Sundry and Other Revenues,227721583,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,850A,User Fees & Donations,3539702,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,920A,Transfers From Capital,378348,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,940A,Sundry and Other Revenues,267230260,
Toronto Zoo,Zoo Conservation & Science,,805A,Provincial Subsidies,1011500,
Toronto Zoo,Zoo Conservation & Science,,850A,User Fees & Donations,921173,
Toronto Zoo,Zoo Conservation & Science,,940A,Sundry and Other Revenues,74063,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,850A,User Fees & Donations,2467100,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,940A,Sundry and Other Revenues,450,
Toronto Zoo,Zoo Visitor Services,,850A,User Fees & Donations,33502006,
Toronto Zoo,Zoo Visitor Services,,920A,Transfers From Capital,171000,
Toronto Zoo,Zoo Visitor Services,,930A,Contribution From Reserves/Reserve Funds,386000,
Toronto Zoo,Zoo Visitor Services,,940A,Sundry and Other Revenues,646687,
Transportation Services,TP-Permits & Applications,Construction Permits,850A,User Fees & Donations,2888909,
Transportation Services,TP-Permits & Applications,Construction Permits,860A,Licences & Permits Revenue,8629020,
Transportation Services,TP-Permits & Applications,Construction Permits,920A,Transfers From Capital,20329,
Transportation Services,TP-Permits & Applications,Construction Permits,930A,Contribution From Reserves/Reserve Funds,1623191,
Transportation Services,TP-Permits & Applications,Construction Permits,940A,Sundry and Other Revenues,58148,
Transportation Services,TP-Permits & Applications,Development Review Applications,850A,User Fees & Donations,2610207,
Transportation Services,TP-Permits & Applications,Development Review Applications,920A,Transfers From Capital,13360,
Transportation Services,TP-Permits & Applications,Development Review Applications,930A,Contribution From Reserves/Reserve Funds,298539,
Transportation Services,TP-Permits & Applications,Development Review Applications,940A,Sundry and Other Revenues,54652,
Transportation Services,TP-Permits & Applications,Parking Permits,850A,User Fees & Donations,20160593,
Transportation Services,TP-Permits & Applications,Parking Permits,860A,Licences & Permits Revenue,536784,
Transportation Services,TP-Permits & Applications,Parking Permits,920A,Transfers From Capital,13360,
Transportation Services,TP-Permits & Applications,Parking Permits,930A,Contribution From Reserves/Reserve Funds,892976,
Transportation Services,TP-Permits & Applications,Parking Permits,940A,Sundry and Other Revenues,-1213941,Non-normal value
Transportation Services,TP-Permits & Applications,Street Events,850A,User Fees & Donations,558770,
Transportation Services,TP-Permits & Applications,Street Events,860A,Licences & Permits Revenue,458493,
Transportation Services,TP-Permits & Applications,Street Events,920A,Transfers From Capital,15683,
Transportation Services,TP-Permits & Applications,Street Events,930A,Contribution From Reserves/Reserve Funds,1135195,
Transportation Services,TP-Permits & Applications,Street Events,940A,Sundry and Other Revenues,-134852,Non-normal value
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",850A,User Fees & Donations,47485,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",920A,Transfers From Capital,2438350,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",940A,Sundry and Other Revenues,693460,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,920A,Transfers From Capital,470002,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,930A,Contribution From Reserves/Reserve Funds,298539,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,940A,Sundry and Other Revenues,54652,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,850A,User Fees & Donations,15338,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,920A,Transfers From Capital,1304019,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,930A,Contribution From Reserves/Reserve Funds,1683120,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,940A,Sundry and Other Revenues,86265,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,920A,Transfers From Capital,495978,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,930A,Contribution From Reserves/Reserve Funds,8646202,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,940A,Sundry and Other Revenues,15000,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,750A,Inter-Divisional Recoveries,13975000,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,850A,User Fees & Donations,18834068,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,920A,Transfers From Capital,22023922,
