_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,200A,Materials & Supplies,-976,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,300A,Equipment,9439,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,400A,Service And Rent,359088,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,510A,Contribution To Reserves/Reserve Funds,2441,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,650A,Other Expenditures,16000,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,700A,Inter-Divisional Charges,27098,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,100A,Salaries And Benefits,1797115,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,200A,Materials & Supplies,3957,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,300A,Equipment,3487,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,400A,Service And Rent,17101,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,510A,Contribution To Reserves/Reserve Funds,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,650A,Other Expenditures,4800,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,700A,Inter-Divisional Charges,17453,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,100A,Salaries And Benefits,1169657,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,200A,Materials & Supplies,5915,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,300A,Equipment,5327,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,400A,Service And Rent,1456879,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,650A,Other Expenditures,992600,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,700A,Inter-Divisional Charges,314095,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,100A,Salaries And Benefits,1332765,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,200A,Materials & Supplies,4707,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,300A,Equipment,2131,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,400A,Service And Rent,16032,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,700A,Inter-Divisional Charges,53627,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,100A,Salaries And Benefits,193234,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,200A,Materials & Supplies,1031,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,300A,Equipment,533,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,400A,Service And Rent,3239,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,700A,Inter-Divisional Charges,10476,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,100A,Salaries And Benefits,1020829,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,200A,Materials & Supplies,2811,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,300A,Equipment,1598,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,400A,Service And Rent,18455,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,700A,Inter-Divisional Charges,381068,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,100A,Salaries And Benefits,1110631,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,200A,Materials & Supplies,5285,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,300A,Equipment,3729,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,400A,Service And Rent,1462492,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,700A,Inter-Divisional Charges,93712,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,100A,Salaries And Benefits,1400391,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,200A,Materials & Supplies,5011,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,300A,Equipment,2131,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,400A,Service And Rent,316802,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,700A,Inter-Divisional Charges,54648,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,100A,Salaries And Benefits,1943112,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,200A,Materials & Supplies,7499,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,300A,Equipment,4262,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,400A,Service And Rent,799033,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,650A,Other Expenditures,50000,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,700A,Inter-Divisional Charges,142483,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,100A,Salaries And Benefits,643200,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,200A,Materials & Supplies,21749,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,300A,Equipment,4138,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,400A,Service And Rent,492701,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,700A,Inter-Divisional Charges,159454,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,100A,Salaries And Benefits,1620522,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,200A,Materials & Supplies,11884,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,300A,Equipment,3729,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,400A,Service And Rent,171035,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,650A,Other Expenditures,279529,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,700A,Inter-Divisional Charges,58039,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,100A,Salaries And Benefits,872943,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,200A,Materials & Supplies,2420,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,300A,Equipment,1066,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,400A,Service And Rent,7765,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,700A,Inter-Divisional Charges,16382,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,100A,Salaries And Benefits,1701299,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,200A,Materials & Supplies,5522,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,300A,Equipment,2131,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,400A,Service And Rent,14809,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,700A,Inter-Divisional Charges,32249,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,100A,Salaries And Benefits,5189837,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,200A,Materials & Supplies,16256,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,300A,Equipment,6393,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,400A,Service And Rent,65413,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,700A,Inter-Divisional Charges,99518,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,100A,Salaries And Benefits,3513871,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,200A,Materials & Supplies,14149,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,300A,Equipment,4794,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,400A,Service And Rent,33710,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,700A,Inter-Divisional Charges,128113,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,100A,Salaries And Benefits,1923478,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,200A,Materials & Supplies,5570,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,300A,Equipment,2131,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,400A,Service And Rent,23842,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,700A,Inter-Divisional Charges,32691,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,100A,Salaries And Benefits,941506,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,200A,Materials & Supplies,7156,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,300A,Equipment,5455,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,400A,Service And Rent,295468,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,700A,Inter-Divisional Charges,151712,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,100A,Salaries And Benefits,393145,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,200A,Materials & Supplies,992,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,300A,Equipment,1065,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,400A,Service And Rent,6875,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,700A,Inter-Divisional Charges,131092,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,100A,Salaries And Benefits,1305416,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,200A,Materials & Supplies,8355,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,300A,Equipment,14388,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,400A,Service And Rent,1260260,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,700A,Inter-Divisional Charges,56039,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,100A,Salaries And Benefits,13066821,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,200A,Materials & Supplies,1706037,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,300A,Equipment,268130,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,400A,Service And Rent,2364048,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,510A,Contribution To Reserves/Reserve Funds,253130,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,650A,Other Expenditures,8888120,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,700A,Inter-Divisional Charges,436030,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,100A,Salaries And Benefits,60169411,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,200A,Materials & Supplies,6224556,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,300A,Equipment,475679,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,400A,Service And Rent,11381487,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,510A,Contribution To Reserves/Reserve Funds,741925,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,650A,Other Expenditures,191221,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,700A,Inter-Divisional Charges,1315661,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,100A,Salaries And Benefits,36496213,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,200A,Materials & Supplies,5907131,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,300A,Equipment,312458,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,400A,Service And Rent,4485455,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,510A,Contribution To Reserves/Reserve Funds,499776,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,650A,Other Expenditures,127586,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,700A,Inter-Divisional Charges,1143188,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,100A,Salaries And Benefits,33530777,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,200A,Materials & Supplies,8047440,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,300A,Equipment,278842,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,400A,Service And Rent,7781894,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,510A,Contribution To Reserves/Reserve Funds,1046640,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,650A,Other Expenditures,485140,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,700A,Inter-Divisional Charges,6049308,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,100A,Salaries And Benefits,12741590,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,200A,Materials & Supplies,96769,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,300A,Equipment,54118,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,400A,Service And Rent,437862,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,510A,Contribution To Reserves/Reserve Funds,43835,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,650A,Other Expenditures,-53997,Non-normal value
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,700A,Inter-Divisional Charges,223600,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,100A,Salaries And Benefits,2308578,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,200A,Materials & Supplies,143894,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,300A,Equipment,26536,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,400A,Service And Rent,99811,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,510A,Contribution To Reserves/Reserve Funds,342445,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,650A,Other Expenditures,2,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,700A,Inter-Divisional Charges,91227,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,100A,Salaries And Benefits,11821382,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,200A,Materials & Supplies,371893,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,300A,Equipment,46920,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,400A,Service And Rent,799044,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,510A,Contribution To Reserves/Reserve Funds,547932,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,650A,Other Expenditures,81048,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,700A,Inter-Divisional Charges,189093,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",100A,Salaries And Benefits,3134565,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",200A,Materials & Supplies,1048651,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",300A,Equipment,56859,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",400A,Service And Rent,343825,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",510A,Contribution To Reserves/Reserve Funds,351296,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",650A,Other Expenditures,240014,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",700A,Inter-Divisional Charges,82200,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,100A,Salaries And Benefits,78670681,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,200A,Materials & Supplies,11826456,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,300A,Equipment,931324,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,400A,Service And Rent,7326466,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,510A,Contribution To Reserves/Reserve Funds,5514438,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,650A,Other Expenditures,2271,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,700A,Inter-Divisional Charges,9446559,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,100A,Salaries And Benefits,866813,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,200A,Materials & Supplies,26309,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,300A,Equipment,7912,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,400A,Service And Rent,26692,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,700A,Inter-Divisional Charges,69695,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,100A,Salaries And Benefits,5710527,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,200A,Materials & Supplies,613268,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,300A,Equipment,11555,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,400A,Service And Rent,382971,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,510A,Contribution To Reserves/Reserve Funds,1055077,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,650A,Other Expenditures,49700,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,700A,Inter-Divisional Charges,441756,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,100A,Salaries And Benefits,1116621,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,200A,Materials & Supplies,218347,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,300A,Equipment,2271,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,400A,Service And Rent,51058,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,510A,Contribution To Reserves/Reserve Funds,308,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,650A,Other Expenditures,14,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,700A,Inter-Divisional Charges,86120,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,100A,Salaries And Benefits,19865365,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,200A,Materials & Supplies,1281871,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,300A,Equipment,288522,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,400A,Service And Rent,24378305,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,510A,Contribution To Reserves/Reserve Funds,464720,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,650A,Other Expenditures,188,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,700A,Inter-Divisional Charges,2046138,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,100A,Salaries And Benefits,4219053,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,200A,Materials & Supplies,941425,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,300A,Equipment,12383,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,400A,Service And Rent,8886924,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,510A,Contribution To Reserves/Reserve Funds,92944,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,650A,Other Expenditures,112,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,700A,Inter-Divisional Charges,146366,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,100A,Salaries And Benefits,5061178,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,200A,Materials & Supplies,52947,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,300A,Equipment,13423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,400A,Service And Rent,34231,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,510A,Contribution To Reserves/Reserve Funds,61963,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,650A,Other Expenditures,3400,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,700A,Inter-Divisional Charges,94830,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,100A,Salaries And Benefits,3510747,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,200A,Materials & Supplies,19297,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,300A,Equipment,15206,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,400A,Service And Rent,101942,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,510A,Contribution To Reserves/Reserve Funds,138809,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,650A,Other Expenditures,23699,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,700A,Inter-Divisional Charges,81191,
"Policy, Planning, Finance & Administration",Corporate Leadership,,100A,Salaries And Benefits,766614,
"Policy, Planning, Finance & Administration",Corporate Leadership,,200A,Materials & Supplies,2213,
"Policy, Planning, Finance & Administration",Corporate Leadership,,300A,Equipment,2000,
"Policy, Planning, Finance & Administration",Corporate Leadership,,400A,Service And Rent,20600,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,100A,Salaries And Benefits,1941231,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,200A,Materials & Supplies,1039,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,300A,Equipment,750,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,400A,Service And Rent,5592,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,700A,Inter-Divisional Charges,234577,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,100A,Salaries And Benefits,2353134,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,200A,Materials & Supplies,37874,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,300A,Equipment,160000,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,400A,Service And Rent,203970,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,510A,Contribution To Reserves/Reserve Funds,22455,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,700A,Inter-Divisional Charges,279309,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,100A,Salaries And Benefits,2018255,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,200A,Materials & Supplies,439,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,300A,Equipment,2900,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,400A,Service And Rent,16658,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,100A,Salaries And Benefits,5725898,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,200A,Materials & Supplies,2357,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,300A,Equipment,19000,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,400A,Service And Rent,52877,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,100A,Salaries And Benefits,554827,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,200A,Materials & Supplies,351,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,300A,Equipment,1225,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,400A,Service And Rent,2263,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,100A,Salaries And Benefits,1544565,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,200A,Materials & Supplies,821378,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,300A,Equipment,15118,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,400A,Service And Rent,196733,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,510A,Contribution To Reserves/Reserve Funds,103266,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,700A,Inter-Divisional Charges,341639,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,100A,Salaries And Benefits,1204064,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,200A,Materials & Supplies,816,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,300A,Equipment,625,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,400A,Service And Rent,5045,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,100A,Salaries And Benefits,2831730,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,200A,Materials & Supplies,102919,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,300A,Equipment,12275,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,400A,Service And Rent,161292,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,700A,Inter-Divisional Charges,13051,
Property Tax,Special Levy for Scarborough Subway,,510A,Special Levy for Scarborough Subway,40686000,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,100A,Salaries And Benefits,10818360,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,200A,Materials & Supplies,79818,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,300A,Equipment,31358,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,400A,Service And Rent,1006007,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,510A,Contribution To Reserves/Reserve Funds,10149,
