Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Materials & Supplies,200A,Expenses,2121,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Other Expenditures,650A,Expenses,1280,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Salaries And Benefits,100A,Expenses,667916,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Service And Rent,400A,Expenses,12653,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Contribution To Reserves/Reserve Funds,510A,Expenses,8204,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Equipment,300A,Expenses,3312,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Inter-Divisional Charges,700A,Expenses,20485,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Materials & Supplies,200A,Expenses,3010,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Other Expenditures,650A,Expenses,3200,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Salaries And Benefits,100A,Expenses,2370357,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Service And Rent,400A,Expenses,92965,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Contribution To Reserves/Reserve Funds,510A,Expenses,2267,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Equipment,300A,Expenses,846,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Inter-Divisional Charges,700A,Expenses,6245,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Materials & Supplies,200A,Expenses,2587,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Other Expenditures,650A,Expenses,5280,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Salaries And Benefits,100A,Expenses,260658,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Service And Rent,400A,Expenses,99616,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Contribution To Reserves/Reserve Funds,510A,Expenses,1743,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Equipment,300A,Expenses,782,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Inter-Divisional Charges,700A,Expenses,3116,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Materials & Supplies,200A,Expenses,2121,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Other Expenditures,650A,Expenses,4880,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Salaries And Benefits,100A,Expenses,181653,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Service And Rent,400A,Expenses,95746,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Contribution To Reserves/Reserve Funds,510A,Expenses,1744,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Equipment,300A,Expenses,782,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Inter-Divisional Charges,700A,Expenses,6922,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Materials & Supplies,200A,Expenses,2120,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Other Expenditures,650A,Expenses,1680,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Salaries And Benefits,100A,Expenses,154164,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Service And Rent,400A,Expenses,6064,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Contribution To Reserves/Reserve Funds,510A,Expenses,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Equipment,300A,Expenses,2475,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Inter-Divisional Charges,700A,Expenses,14116,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Materials & Supplies,200A,Expenses,2616,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Other Expenditures,650A,Expenses,1600,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Salaries And Benefits,100A,Expenses,1448134,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Service And Rent,400A,Expenses,91490,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Contribution To Reserves/Reserve Funds,510A,Expenses,2441,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Equipment,300A,Expenses,9439,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Inter-Divisional Charges,700A,Expenses,27098,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Materials & Supplies,200A,Expenses,9024,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Other Expenditures,650A,Expenses,16000,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Salaries And Benefits,100A,Expenses,8415195,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Service And Rent,400A,Expenses,359088,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Contribution To Reserves/Reserve Funds,510A,Expenses,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Equipment,300A,Expenses,3487,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Inter-Divisional Charges,700A,Expenses,17453,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Materials & Supplies,200A,Expenses,3957,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Other Expenditures,650A,Expenses,4800,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Salaries And Benefits,100A,Expenses,1603996,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Service And Rent,400A,Expenses,17101,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Equipment,300A,Expenses,5927,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Inter-Divisional Charges,700A,Expenses,78798,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Materials & Supplies,200A,Expenses,10915,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Other Expenditures,650A,Expenses,992600,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Salaries And Benefits,100A,Expenses,1148817,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Service And Rent,400A,Expenses,1424361,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Equipment,300A,Expenses,2371,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Inter-Divisional Charges,700A,Expenses,53220,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Materials & Supplies,200A,Expenses,6707,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Salaries And Benefits,100A,Expenses,1409729,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Service And Rent,400A,Expenses,16247,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Equipment,300A,Expenses,593,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Inter-Divisional Charges,700A,Expenses,10375,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Materials & Supplies,200A,Expenses,1531,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Salaries And Benefits,100A,Expenses,198603,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Service And Rent,400A,Expenses,3293,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Equipment,300A,Expenses,1778,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Inter-Divisional Charges,700A,Expenses,387899,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Materials & Supplies,200A,Expenses,4311,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Salaries And Benefits,100A,Expenses,987090,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Service And Rent,400A,Expenses,18616,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Equipment,300A,Expenses,4149,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Inter-Divisional Charges,700A,Expenses,93001,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Materials & Supplies,200A,Expenses,8785,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Salaries And Benefits,100A,Expenses,1100937,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Service And Rent,400A,Expenses,1462868,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Equipment,300A,Expenses,2371,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Inter-Divisional Charges,700A,Expenses,54242,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Materials & Supplies,200A,Expenses,7011,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Salaries And Benefits,100A,Expenses,1393299,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Service And Rent,400A,Expenses,317017,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Equipment,300A,Expenses,4742,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Inter-Divisional Charges,700A,Expenses,141671,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Materials & Supplies,200A,Expenses,11499,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Other Expenditures,650A,Expenses,50000,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Salaries And Benefits,100A,Expenses,1920571,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Service And Rent,400A,Expenses,799463,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Equipment,300A,Expenses,4498,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Inter-Divisional Charges,700A,Expenses,157528,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Materials & Supplies,200A,Expenses,24749,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Salaries And Benefits,100A,Expenses,627364,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Service And Rent,400A,Expenses,593023,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Equipment,300A,Expenses,4149,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Inter-Divisional Charges,700A,Expenses,57328,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Materials & Supplies,200A,Expenses,15384,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Other Expenditures,650A,Expenses,279529,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Salaries And Benefits,100A,Expenses,1815373,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Service And Rent,400A,Expenses,171411,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Equipment,300A,Expenses,1186,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Inter-Divisional Charges,700A,Expenses,16179,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Materials & Supplies,200A,Expenses,3420,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Salaries And Benefits,100A,Expenses,858206,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Service And Rent,400A,Expenses,7872,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Equipment,300A,Expenses,2371,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Inter-Divisional Charges,700A,Expenses,31843,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Materials & Supplies,200A,Expenses,7522,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Salaries And Benefits,100A,Expenses,1710439,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Service And Rent,400A,Expenses,15024,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Equipment,300A,Expenses,7113,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Inter-Divisional Charges,700A,Expenses,98299,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Materials & Supplies,200A,Expenses,22256,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Salaries And Benefits,100A,Expenses,5265144,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Service And Rent,400A,Expenses,66058,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Equipment,300A,Expenses,5334,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Inter-Divisional Charges,700A,Expenses,75981,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Materials & Supplies,200A,Expenses,18649,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Salaries And Benefits,100A,Expenses,3465992,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Service And Rent,400A,Expenses,34193,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Equipment,300A,Expenses,2371,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Inter-Divisional Charges,700A,Expenses,32285,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Materials & Supplies,200A,Expenses,7570,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Salaries And Benefits,100A,Expenses,1654275,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Service And Rent,400A,Expenses,24057,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Equipment,300A,Expenses,6055,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Inter-Divisional Charges,700A,Expenses,157598,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Materials & Supplies,200A,Expenses,12156,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Salaries And Benefits,100A,Expenses,926468,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Service And Rent,400A,Expenses,296005,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Equipment,300A,Expenses,1185,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Inter-Divisional Charges,700A,Expenses,331034,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Materials & Supplies,200A,Expenses,1992,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Salaries And Benefits,100A,Expenses,387036,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Service And Rent,400A,Expenses,6982,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Equipment,300A,Expenses,14808,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Inter-Divisional Charges,700A,Expenses,55328,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Materials & Supplies,200A,Expenses,11855,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Salaries And Benefits,100A,Expenses,1460425,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Service And Rent,400A,Expenses,1260636,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Contribution To Reserves/Reserve Funds,510A,Expenses,251130,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Equipment,300A,Expenses,276628,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Inter-Divisional Charges,700A,Expenses,822753,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Materials & Supplies,200A,Expenses,1860417,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Other Expenditures,650A,Expenses,8888190,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Salaries And Benefits,100A,Expenses,14252638,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Service And Rent,400A,Expenses,2345333,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Contribution To Reserves/Reserve Funds,510A,Expenses,735925,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Equipment,300A,Expenses,548156,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Inter-Divisional Charges,700A,Expenses,2561858,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Materials & Supplies,200A,Expenses,6100965,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Other Expenditures,650A,Expenses,191616,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Salaries And Benefits,100A,Expenses,57950031,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Service And Rent,400A,Expenses,11156094,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Contribution To Reserves/Reserve Funds,510A,Expenses,492776,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Equipment,300A,Expenses,369717,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Inter-Divisional Charges,700A,Expenses,1653487,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Materials & Supplies,200A,Expenses,5322511,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Other Expenditures,650A,Expenses,127591,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Salaries And Benefits,100A,Expenses,34318262,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Service And Rent,400A,Expenses,4499009,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Contribution To Reserves/Reserve Funds,510A,Expenses,1041640,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Equipment,300A,Expenses,482690,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Inter-Divisional Charges,700A,Expenses,3111597,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Materials & Supplies,200A,Expenses,8455224,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Other Expenditures,650A,Expenses,254960,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Salaries And Benefits,100A,Expenses,34066572,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Service And Rent,400A,Expenses,7127302,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Equipment,300A,Expenses,58268,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Inter-Divisional Charges,700A,Expenses,206187,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Materials & Supplies,200A,Expenses,90457,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Other Expenditures,650A,Expenses,78997,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Salaries And Benefits,100A,Expenses,11312168,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Service And Rent,400A,Expenses,327527,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Contribution To Reserves/Reserve Funds,510A,Expenses,342445,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Equipment,300A,Expenses,27245,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Inter-Divisional Charges,700A,Expenses,260600,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Materials & Supplies,200A,Expenses,163001,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Other Expenditures,650A,Expenses,2,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Salaries And Benefits,100A,Expenses,2445837,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Service And Rent,400A,Expenses,97269,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Equipment,300A,Expenses,49545,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Inter-Divisional Charges,700A,Expenses,434760,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Materials & Supplies,200A,Expenses,361839,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Other Expenditures,650A,Expenses,81048,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Salaries And Benefits,100A,Expenses,10684994,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Service And Rent,400A,Expenses,971809,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Contribution To Reserves/Reserve Funds,510A,Expenses,351296,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Equipment,300A,Expenses,59559,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Inter-Divisional Charges,700A,Expenses,163781,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Materials & Supplies,200A,Expenses,1023646,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Other Expenditures,650A,Expenses,240014,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Salaries And Benefits,100A,Expenses,3114863,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Service And Rent,400A,Expenses,346059,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Contribution To Reserves/Reserve Funds,510A,Expenses,5514438,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Equipment,300A,Expenses,1186388,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Inter-Divisional Charges,700A,Expenses,9360512,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Materials & Supplies,200A,Expenses,11469072,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Other Expenditures,650A,Expenses,68221,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Salaries And Benefits,100A,Expenses,79866721,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Service And Rent,400A,Expenses,7732302,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Equipment,300A,Expenses,7912,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Inter-Divisional Charges,700A,Expenses,78744,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Materials & Supplies,200A,Expenses,26104,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Salaries And Benefits,100A,Expenses,938178,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Service And Rent,400A,Expenses,27024,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Contribution To Reserves/Reserve Funds,510A,Expenses,936077,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Equipment,300A,Expenses,11555,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Inter-Divisional Charges,700A,Expenses,666372,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Materials & Supplies,200A,Expenses,652028,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Other Expenditures,650A,Expenses,32931,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Salaries And Benefits,100A,Expenses,5201515,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Service And Rent,400A,Expenses,448150,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Contribution To Reserves/Reserve Funds,510A,Expenses,308,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Equipment,300A,Expenses,7971,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Inter-Divisional Charges,700A,Expenses,32705,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Materials & Supplies,200A,Expenses,218349,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Other Expenditures,650A,Expenses,14,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Salaries And Benefits,100A,Expenses,1118003,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Service And Rent,400A,Expenses,62423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Contribution To Reserves/Reserve Funds,510A,Expenses,562652,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Equipment,300A,Expenses,288522,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Inter-Divisional Charges,700A,Expenses,1898877,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Materials & Supplies,200A,Expenses,866016,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Other Expenditures,650A,Expenses,163,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Salaries And Benefits,100A,Expenses,22181504,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Service And Rent,400A,Expenses,26826254,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Contribution To Reserves/Reserve Funds,510A,Expenses,112530,
