Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,Other Expenditures,650A,1280,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,Salaries And Benefits,100A,541169,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,Service And Rent,400A,25312,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Contribution To Reserves/Reserve Funds,510A,1743,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Equipment,300A,1135,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Inter-Divisional Charges,700A,7015,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Materials & Supplies,200A,2121,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Other Expenditures,650A,1280,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Salaries And Benefits,100A,667916,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,Service And Rent,400A,12653,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Contribution To Reserves/Reserve Funds,510A,8204,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Equipment,300A,3312,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Inter-Divisional Charges,700A,20485,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Materials & Supplies,200A,3010,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Other Expenditures,650A,3200,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Salaries And Benefits,100A,2370357,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee Benefits & Pension Administration,Service And Rent,400A,92965,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Contribution To Reserves/Reserve Funds,510A,2267,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Equipment,300A,846,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Inter-Divisional Charges,700A,6245,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Materials & Supplies,200A,2587,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Other Expenditures,650A,5280,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Salaries And Benefits,100A,260658,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-City Sponsored Pension Administration,Service And Rent,400A,99616,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Contribution To Reserves/Reserve Funds,510A,1743,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Equipment,300A,782,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Inter-Divisional Charges,700A,3116,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Materials & Supplies,200A,2121,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Other Expenditures,650A,4880,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Salaries And Benefits,100A,181653,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Deduction & 3rd  Party Compliance,Service And Rent,400A,95746,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Contribution To Reserves/Reserve Funds,510A,1744,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Equipment,300A,782,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Inter-Divisional Charges,700A,6922,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Materials & Supplies,200A,2120,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Other Expenditures,650A,1680,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Salaries And Benefits,100A,154164,
Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Pension Reporting,Service And Rent,400A,6064,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Contribution To Reserves/Reserve Funds,510A,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Equipment,300A,2475,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Inter-Divisional Charges,700A,14116,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Materials & Supplies,200A,2616,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Other Expenditures,650A,1600,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Salaries And Benefits,100A,1448134,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,Service And Rent,400A,91490,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Contribution To Reserves/Reserve Funds,510A,2441,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Equipment,300A,9439,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Inter-Divisional Charges,700A,27098,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Materials & Supplies,200A,9024,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Other Expenditures,650A,16000,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Salaries And Benefits,100A,8415195,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,Service And Rent,400A,359088,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Contribution To Reserves/Reserve Funds,510A,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Equipment,300A,3487,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Inter-Divisional Charges,700A,17453,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Materials & Supplies,200A,3957,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Other Expenditures,650A,4800,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Salaries And Benefits,100A,1603996,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,Service And Rent,400A,17101,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Equipment,300A,5927,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Inter-Divisional Charges,700A,78798,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Materials & Supplies,200A,10915,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Other Expenditures,650A,992600,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Salaries And Benefits,100A,1148817,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,Service And Rent,400A,1424361,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Equipment,300A,2371,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Inter-Divisional Charges,700A,53220,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Materials & Supplies,200A,6707,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Salaries And Benefits,100A,1409729,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,Service And Rent,400A,16247,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Equipment,300A,593,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Inter-Divisional Charges,700A,10375,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Materials & Supplies,200A,1531,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Salaries And Benefits,100A,198603,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,Service And Rent,400A,3293,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Equipment,300A,1778,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Inter-Divisional Charges,700A,387899,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Materials & Supplies,200A,4311,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Salaries And Benefits,100A,987090,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,Service And Rent,400A,18616,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Equipment,300A,4149,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Inter-Divisional Charges,700A,93001,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Materials & Supplies,200A,8785,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Salaries And Benefits,100A,1100937,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,Service And Rent,400A,1462868,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Equipment,300A,2371,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Inter-Divisional Charges,700A,54242,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Materials & Supplies,200A,7011,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Salaries And Benefits,100A,1393299,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,Service And Rent,400A,317017,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Equipment,300A,4742,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Inter-Divisional Charges,700A,141671,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Materials & Supplies,200A,11499,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Other Expenditures,650A,50000,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Salaries And Benefits,100A,1920571,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,Service And Rent,400A,799463,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Equipment,300A,4498,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Inter-Divisional Charges,700A,157528,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Materials & Supplies,200A,24749,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Salaries And Benefits,100A,627364,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,Service And Rent,400A,593023,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Equipment,300A,4149,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Inter-Divisional Charges,700A,57328,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Materials & Supplies,200A,15384,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Other Expenditures,650A,279529,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Salaries And Benefits,100A,1815373,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,Service And Rent,400A,171411,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Equipment,300A,1186,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Inter-Divisional Charges,700A,16179,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Materials & Supplies,200A,3420,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Salaries And Benefits,100A,858206,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,Service And Rent,400A,7872,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Equipment,300A,2371,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Inter-Divisional Charges,700A,31843,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Materials & Supplies,200A,7522,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Salaries And Benefits,100A,1710439,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,Service And Rent,400A,15024,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Equipment,300A,7113,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Inter-Divisional Charges,700A,98299,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Materials & Supplies,200A,22256,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Salaries And Benefits,100A,5265144,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,Service And Rent,400A,66058,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Equipment,300A,5334,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Inter-Divisional Charges,700A,75981,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Materials & Supplies,200A,18649,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Salaries And Benefits,100A,3465992,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,Service And Rent,400A,34193,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Equipment,300A,2371,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Inter-Divisional Charges,700A,32285,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Materials & Supplies,200A,7570,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Salaries And Benefits,100A,1654275,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,Service And Rent,400A,24057,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Equipment,300A,6055,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Inter-Divisional Charges,700A,157598,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Materials & Supplies,200A,12156,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Salaries And Benefits,100A,926468,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,Service And Rent,400A,296005,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Equipment,300A,1185,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Inter-Divisional Charges,700A,331034,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Materials & Supplies,200A,1992,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Salaries And Benefits,100A,387036,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,Service And Rent,400A,6982,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Equipment,300A,14808,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Inter-Divisional Charges,700A,55328,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Materials & Supplies,200A,11855,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Salaries And Benefits,100A,1460425,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,Service And Rent,400A,1260636,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Contribution To Reserves/Reserve Funds,510A,251130,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Equipment,300A,276628,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Inter-Divisional Charges,700A,822753,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Materials & Supplies,200A,1860417,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Other Expenditures,650A,8888190,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Salaries And Benefits,100A,14252638,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,Service And Rent,400A,2345333,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Contribution To Reserves/Reserve Funds,510A,735925,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Equipment,300A,548156,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Inter-Divisional Charges,700A,2561858,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Materials & Supplies,200A,6100965,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Other Expenditures,650A,191616,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Salaries And Benefits,100A,57950031,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,Service And Rent,400A,11156094,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Contribution To Reserves/Reserve Funds,510A,492776,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Equipment,300A,369717,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Inter-Divisional Charges,700A,1653487,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Materials & Supplies,200A,5322511,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Other Expenditures,650A,127591,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Salaries And Benefits,100A,34318262,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,Service And Rent,400A,4499009,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Contribution To Reserves/Reserve Funds,510A,1041640,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Equipment,300A,482690,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Inter-Divisional Charges,700A,3111597,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Materials & Supplies,200A,8455224,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Other Expenditures,650A,254960,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Salaries And Benefits,100A,34066572,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,Service And Rent,400A,7127302,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Equipment,300A,58268,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Inter-Divisional Charges,700A,206187,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Materials & Supplies,200A,90457,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Other Expenditures,650A,78997,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Salaries And Benefits,100A,11312168,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,Service And Rent,400A,327527,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Contribution To Reserves/Reserve Funds,510A,342445,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Equipment,300A,27245,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Inter-Divisional Charges,700A,260600,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Materials & Supplies,200A,163001,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Other Expenditures,650A,2,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Salaries And Benefits,100A,2445837,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,Service And Rent,400A,97269,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Equipment,300A,49545,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Inter-Divisional Charges,700A,434760,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Materials & Supplies,200A,361839,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Other Expenditures,650A,81048,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Salaries And Benefits,100A,10684994,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,Service And Rent,400A,971809,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Contribution To Reserves/Reserve Funds,510A,351296,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Equipment,300A,59559,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Inter-Divisional Charges,700A,163781,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Materials & Supplies,200A,1023646,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Other Expenditures,650A,240014,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Salaries And Benefits,100A,3114863,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",Service And Rent,400A,346059,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Contribution To Reserves/Reserve Funds,510A,5514438,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Equipment,300A,1186388,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Inter-Divisional Charges,700A,9360512,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Materials & Supplies,200A,11469072,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Other Expenditures,650A,68221,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Salaries And Benefits,100A,79866721,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,Service And Rent,400A,7732302,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Equipment,300A,7912,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Inter-Divisional Charges,700A,78744,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Materials & Supplies,200A,26104,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Salaries And Benefits,100A,938178,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,Service And Rent,400A,27024,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Contribution To Reserves/Reserve Funds,510A,936077,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Equipment,300A,11555,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Inter-Divisional Charges,700A,666372,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Materials & Supplies,200A,652028,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Other Expenditures,650A,32931,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Salaries And Benefits,100A,5201515,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,Service And Rent,400A,448150,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Contribution To Reserves/Reserve Funds,510A,308,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Equipment,300A,7971,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Inter-Divisional Charges,700A,32705,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Materials & Supplies,200A,218349,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Other Expenditures,650A,14,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Salaries And Benefits,100A,1118003,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,Service And Rent,400A,62423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Contribution To Reserves/Reserve Funds,510A,562652,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Equipment,300A,288522,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Inter-Divisional Charges,700A,1898877,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Materials & Supplies,200A,866016,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Other Expenditures,650A,163,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Salaries And Benefits,100A,22181504,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,Service And Rent,400A,26826254,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Contribution To Reserves/Reserve Funds,510A,112530,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Equipment,300A,12383,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Inter-Divisional Charges,700A,114409,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Materials & Supplies,200A,337675,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Other Expenditures,650A,100082,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Salaries And Benefits,100A,2664864,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,Service And Rent,400A,5557795,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Contribution To Reserves/Reserve Funds,510A,75020,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Equipment,300A,13423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Inter-Divisional Charges,700A,86762,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Materials & Supplies,200A,52947,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Salaries And Benefits,100A,4692742,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,Service And Rent,400A,34205,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,Equipment,300A,16331,
