_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
TREASURER,Office of the Treasurer,ASD-Payment Processing,ASD-Payment Processing,650A,Other Expenditures,115603
TREASURER,Office of the Treasurer,ASD-Payment Processing,ASD-Payment Processing,100A,Salaries And Benefits,5187390.35
TREASURER,Office of the Treasurer,ASD-Payment Processing,ASD-Payment Processing,400A,Service And Rent,104617.64
TREASURER,Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax & Financial System Support,300A,Equipment,351.61
TREASURER,Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax & Financial System Support,700A,Inter-Divisional Charges,4823.7
TREASURER,Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax & Financial System Support,200A,Materials & Supplies,3390.4
TREASURER,Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax & Financial System Support,100A,Salaries And Benefits,1580330.16
TREASURER,Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax & Financial System Support,400A,Service And Rent,25683.72
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,510A,Contribution To Reserves/Reserve Funds,71446.11
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,300A,Equipment,18243.88
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,700A,Inter-Divisional Charges,178656.84
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,200A,Materials & Supplies,45494.49
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,650A,Other Expenditures,5185.55
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,100A,Salaries And Benefits,5955509.14
TREASURER,Office of the Treasurer,PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,400A,Service And Rent,105609.37
TREASURER,Office of the Treasurer,PMM-Purchasing,PMM-Purchasing,510A,Contribution To Reserves/Reserve Funds,4491
TREASURER,Office of the Treasurer,PMM-Purchasing,PMM-Purchasing,300A,Equipment,4634.32
TREASURER,Office of the Treasurer,PMM-Purchasing,PMM-Purchasing,200A,Materials & Supplies,2505.94
TREASURER,Office of the Treasurer,PMM-Purchasing,PMM-Purchasing,100A,Salaries And Benefits,4855800.96
TREASURER,Office of the Treasurer,PMM-Purchasing,PMM-Purchasing,400A,Service And Rent,347332.98
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,510A,Contribution To Reserves/Reserve Funds,11690.52
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,300A,Equipment,5882.72
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,700A,Inter-Divisional Charges,38212.28
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,200A,Materials & Supplies,5209.41
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,650A,Other Expenditures,5760.12
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,100A,Salaries And Benefits,3720682.05
TREASURER,Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,400A,Service And Rent,130625.81
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,510A,Contribution To Reserves/Reserve Funds,5753.74
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,300A,Equipment,2409.58
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,700A,Inter-Divisional Charges,16283.88
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,200A,Materials & Supplies,4786.98
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,650A,Other Expenditures,11839.88
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,100A,Salaries And Benefits,594532.07
TREASURER,Office of the Treasurer,PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,400A,Service And Rent,201852.71
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,510A,Contribution To Reserves/Reserve Funds,5927.88
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,300A,Equipment,15401.18
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,700A,Inter-Divisional Charges,58667.84
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,200A,Materials & Supplies,9680.56
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,650A,Other Expenditures,22400
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,100A,Salaries And Benefits,12416743.55
TREASURER,Office of the Treasurer,PPEB-Payroll,PPEB-Payroll,400A,Service And Rent,467556.47
TREASURER,Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket,300A,Equipment,5327.07
TREASURER,Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket,700A,Inter-Divisional Charges,314094.93
TREASURER,Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket,200A,Materials & Supplies,5915.06
TREASURER,Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket,650A,Other Expenditures,992600
TREASURER,Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket,100A,Salaries And Benefits,1169656.55
TREASURER,Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket,400A,Service And Rent,1456878.65
TREASURER,Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax Billing,300A,Equipment,10121.67
TREASURER,Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax Billing,700A,Inter-Divisional Charges,593530.7
TREASURER,Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax Billing,200A,Materials & Supplies,18844.99
TREASURER,Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax Billing,100A,Salaries And Benefits,5057851.18
TREASURER,Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax Billing,400A,Service And Rent,1817020.62
TREASURER,Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,300A,Equipment,15325.15
TREASURER,Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,700A,Inter-Divisional Charges,408606.87
TREASURER,Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,200A,Materials & Supplies,49074.61
TREASURER,Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,650A,Other Expenditures,329529.48
TREASURER,Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,100A,Salaries And Benefits,6781075.75
TREASURER,Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,400A,Service And Rent,1485343.78
TREASURER,Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",300A,Equipment,13317.74
TREASURER,Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",700A,Inter-Divisional Charges,260321.09
TREASURER,Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",200A,Materials & Supplies,35974.18
TREASURER,Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",100A,Salaries And Benefits,10627186.42
TREASURER,Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",400A,Service And Rent,122965.08
TREASURER,Office of the Treasurer,RS-Utility Billing,RS-Utility Billing,300A,Equipment,20907.92
TREASURER,Office of the Treasurer,RS-Utility Billing,RS-Utility Billing,700A,Inter-Divisional Charges,338843.29
TREASURER,Office of the Treasurer,RS-Utility Billing,RS-Utility Billing,200A,Materials & Supplies,16502.41
TREASURER,Office of the Treasurer,RS-Utility Billing,RS-Utility Billing,100A,Salaries And Benefits,2640066.76
TREASURER,Office of the Treasurer,RS-Utility Billing,RS-Utility Billing,400A,Service And Rent,1562603.49
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,510A,Contribution To Reserves/Reserve Funds,2585305.1
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,300A,Equipment,1414143.9
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,700A,Inter-Divisional Charges,9167786.84
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,200A,Materials & Supplies,22042552.6
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,650A,Other Expenditures,9638069.27
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,100A,Salaries And Benefits,156598719.81
PARKS,"Parks, Forestry & Recreation",PR-Community Recreation,PR-Community Recreation,400A,Service And Rent,26467302.86
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,510A,Contribution To Reserves/Reserve Funds,7811495.62
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,300A,Equipment,1091411.07
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,700A,Inter-Divisional Charges,10413522.01
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,200A,Materials & Supplies,14298906.47
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,650A,Other Expenditures,448047.78
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,100A,Salaries And Benefits,104005053.92
PARKS,"Parks, Forestry & Recreation",PR-Parks,PR-Parks,400A,Service And Rent,9116286.78
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,510A,Contribution To Reserves/Reserve Funds,758435.6
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,300A,Equipment,329533.96
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,700A,Inter-Divisional Charges,2368524.95
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,200A,Materials & Supplies,2295540.46
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,650A,Other Expenditures,277399.05
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,100A,Salaries And Benefits,32656343.1
PARKS,"Parks, Forestry & Recreation",PR-Urban Forestry,PR-Urban Forestry,400A,Service And Rent,34814851.2
POLICYADMIN,"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,300A,Equipment,1999.99
POLICYADMIN,"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,200A,Materials & Supplies,2212.95
POLICYADMIN,"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,100A,Salaries And Benefits,766613.96
POLICYADMIN,"Policy, Planning, Finance & Administration",Corporate Leadership,Corporate Leadership,400A,Service And Rent,20600.02
POLICYADMIN,"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,300A,Equipment,750
POLICYADMIN,"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,700A,Inter-Divisional Charges,234577.36
POLICYADMIN,"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,200A,Materials & Supplies,1038.5
POLICYADMIN,"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,100A,Salaries And Benefits,1941231.49
POLICYADMIN,"Policy, Planning, Finance & Administration",Organizational Effectiveness,Organizational Effectiveness,400A,Service And Rent,259992.02
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Emergency Management,PA-Emergency Management,510A,Contribution To Reserves/Reserve Funds,22454.95
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Emergency Management,PA-Emergency Management,300A,Equipment,160000
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Emergency Management,PA-Emergency Management,700A,Inter-Divisional Charges,279309.36
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Emergency Management,PA-Emergency Management,200A,Materials & Supplies,37874.3
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Emergency Management,PA-Emergency Management,100A,Salaries And Benefits,2353134.07
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Emergency Management,PA-Emergency Management,400A,Service And Rent,203970.13
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Financial Management,PA-Financial Management,300A,Equipment,21899.88
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Financial Management,PA-Financial Management,200A,Materials & Supplies,2795.83
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Financial Management,PA-Financial Management,100A,Salaries And Benefits,7744152.34
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Financial Management,PA-Financial Management,400A,Service And Rent,69534.77
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Program Support,PA-Program Support,510A,Contribution To Reserves/Reserve Funds,103265.79
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Program Support,PA-Program Support,300A,Equipment,29243.5
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Program Support,PA-Program Support,700A,Inter-Divisional Charges,354690.08
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Program Support,PA-Program Support,200A,Materials & Supplies,925463.54
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Program Support,PA-Program Support,100A,Salaries And Benefits,6135186.09
POLICYADMIN,"Policy, Planning, Finance & Administration",PA-Program Support,PA-Program Support,400A,Service And Rent,365333.65
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,510A,Contribution To Reserves/Reserve Funds,2168063.78
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,300A,Equipment,136353.6
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,700A,Inter-Divisional Charges,886709.45
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,200A,Materials & Supplies,4074664.08
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,650A,Other Expenditures,40022874.1
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,100A,Salaries And Benefits,60457735.27
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,400A,Service And Rent,73730664.1
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,510A,Contribution To Reserves/Reserve Funds,199801.02
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,300A,Equipment,106910.77
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,700A,Inter-Divisional Charges,303713.83
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,200A,Materials & Supplies,58842.39
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,650A,Other Expenditures,482791684.08
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,100A,Salaries And Benefits,10193749.15
SHELTERADMIN,"Shelter, Support & Housing Administration",HS-Social Housing System Management,HS-Social Housing System Management,400A,Service And Rent,1437157.79
SOCIALDEV,"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,300A,Equipment,11128.68
SOCIALDEV,"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,700A,Inter-Divisional Charges,32730
SOCIALDEV,"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,200A,Materials & Supplies,35693.42
SOCIALDEV,"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,650A,Other Expenditures,13000000
SOCIALDEV,"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,100A,Salaries And Benefits,5735426.07
SOCIALDEV,"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,400A,Service And Rent,2580645.89
SOCIALDEV,"Social Development, Finance & Administration",CD-Community Partnership Investment Program,CD-Community Partnership Investment Program,650A,Other Expenditures,19653200
SOCIALDEV,"Social Development, Finance & Administration",CD-Financial Management & Program Support,CD-Financial Management & Program Support,510A,Contribution To Reserves/Reserve Funds,87010.43
SOCIALDEV,"Social Development, Finance & Administration",CD-Financial Management & Program Support,CD-Financial Management & Program Support,300A,Equipment,5361.6
SOCIALDEV,"Social Development, Finance & Administration",CD-Financial Management & Program Support,CD-Financial Management & Program Support,700A,Inter-Divisional Charges,298125
SOCIALDEV,"Social Development, Finance & Administration",CD-Financial Management & Program Support,CD-Financial Management & Program Support,200A,Materials & Supplies,23225.35
SOCIALDEV,"Social Development, Finance & Administration",CD-Financial Management & Program Support,CD-Financial Management & Program Support,100A,Salaries And Benefits,5115139.42
SOCIALDEV,"Social Development, Finance & Administration",CD-Financial Management & Program Support,CD-Financial Management & Program Support,400A,Service And Rent,102421.1
SOCIALDEV,"Social Development, Finance & Administration",CD-Social Policy & Planning,CD-Social Policy & Planning,300A,Equipment,9599.16
SOCIALDEV,"Social Development, Finance & Administration",CD-Social Policy & Planning,CD-Social Policy & Planning,700A,Inter-Divisional Charges,10309.63
SOCIALDEV,"Social Development, Finance & Administration",CD-Social Policy & Planning,CD-Social Policy & Planning,200A,Materials & Supplies,15150.9
SOCIALDEV,"Social Development, Finance & Administration",CD-Social Policy & Planning,CD-Social Policy & Planning,100A,Salaries And Benefits,3398824.26
SOCIALDEV,"Social Development, Finance & Administration",CD-Social Policy & Planning,CD-Social Policy & Planning,400A,Service And Rent,762184.71
SOCIALDEV,"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,CD-Toronto Office of Partnerships,200A,Materials & Supplies,1013
SOCIALDEV,"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,CD-Toronto Office of Partnerships,100A,Salaries And Benefits,861535.53
SOCIALDEV,"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,CD-Toronto Office of Partnerships,400A,Service And Rent,7000
SOCIALDEV,"Social Development, Finance & Administration",Corporate Leadership (DCM),Corporate Leadership (DCM),510A,Contribution To Reserves/Reserve Funds,34693.23
SOCIALDEV,"Social Development, Finance & Administration",Corporate Leadership (DCM),Corporate Leadership (DCM),300A,Equipment,694.96
SOCIALDEV,"Social Development, Finance & Administration",Corporate Leadership (DCM),Corporate Leadership (DCM),200A,Materials & Supplies,6485.73
SOCIALDEV,"Social Development, Finance & Administration",Corporate Leadership (DCM),Corporate Leadership (DCM),100A,Salaries And Benefits,1091760.56
SOCIALDEV,"Social Development, Finance & Administration",Corporate Leadership (DCM),Corporate Leadership (DCM),400A,Service And Rent,43278.08
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,510A,Contribution To Reserves/Reserve Funds,3031701.04
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,300A,Equipment,11796.89
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,700A,Inter-Divisional Charges,4031973.89
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,200A,Materials & Supplies,336422.25
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,650A,Other Expenditures,742351.92
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,100A,Salaries And Benefits,22241273
SOLIDWASTE,Solid Waste Management Services,SW-City Beautification,SW-City Beautification,400A,Service And Rent,3253347.27
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,510A,Contribution To Reserves/Reserve Funds,16265843.27
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,300A,Equipment,63154.46
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,700A,Inter-Divisional Charges,4084106.69
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,200A,Materials & Supplies,434943.17
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,650A,Other Expenditures,68575894.23
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,100A,Salaries And Benefits,3807742.54
SOLIDWASTE,Solid Waste Management Services,SW-Residual Management,SW-Residual Management,400A,Service And Rent,12247536.98
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,510A,Contribution To Reserves/Reserve Funds,13869641.71
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,300A,Equipment,76797.7
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,700A,Inter-Divisional Charges,15997618.91
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,200A,Materials & Supplies,1284235.69
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,650A,Other Expenditures,6049117.65
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,100A,Salaries And Benefits,39614610.85
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,400A,Service And Rent,37674789.19
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,510A,Contribution To Reserves/Reserve Funds,615612.57
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,300A,Equipment,9740.25
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,700A,Inter-Divisional Charges,691689.6
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,200A,Materials & Supplies,385536.02
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,650A,Other Expenditures,476533.53
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,100A,Salaries And Benefits,724667.11
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,400A,Service And Rent,3522516.2
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,510A,Contribution To Reserves/Reserve Funds,7656291.64
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,300A,Equipment,134190.26
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,700A,Inter-Divisional Charges,9853270.11
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,200A,Materials & Supplies,3613954.97
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,650A,Other Expenditures,8323028.24
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,100A,Salaries And Benefits,26244181.33
SOLIDWASTE,Solid Waste Management Services,SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,400A,Service And Rent,73063333.98
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,505A,Contribution To Capital,1074368
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,510A,Contribution To Reserves/Reserve Funds,1766657.04
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,300A,Equipment,826140.96
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,200A,Materials & Supplies,2188983.12
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,650A,Other Expenditures,735149.96
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,100A,Salaries And Benefits,11725490.96
THEATRES,Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,400A,Service And Rent,4847552
REGIONCONSERV,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,300A,Equipment,1252000
REGIONCONSERV,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,200A,Materials & Supplies,4211000
REGIONCONSERV,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,100A,Salaries And Benefits,33120000
REGIONCONSERV,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,400A,Service And Rent,1936000
ATMOSPHERE,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,200A,Materials & Supplies,20000
ATMOSPHERE,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,650A,Other Expenditures,500000
ATMOSPHERE,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,100A,Salaries And Benefits,964000
ATMOSPHERE,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,400A,Service And Rent,1128000
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,510A,Contribution To Reserves/Reserve Funds,1977415.21
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,300A,Equipment,355869.51
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,700A,Inter-Divisional Charges,411845.37
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,200A,Materials & Supplies,68335.61
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,650A,Other Expenditures,178124.12
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,100A,Salaries And Benefits,21487407.75
BUILDINGS,Toronto Building,BL-Building Compliance,BL-Building Compliance,400A,Service And Rent,548870.5
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,510A,Contribution To Reserves/Reserve Funds,2446332.45
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,300A,Equipment,207677.78
