_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,510A,Contribution To Reserves/Reserve Funds,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,300A,Equipment,2475,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,700A,Inter-Divisional Charges,14116,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,200A,Materials & Supplies,2616,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,650A,Other Expenditures,1600,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,100A,Salaries And Benefits,1448134,
Office of the Treasurer,PPEB-Payroll,PPEB-3rd  Party Payroll Payments & Compliance,400A,Service And Rent,91490,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,510A,Contribution To Reserves/Reserve Funds,2441,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,300A,Equipment,9439,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,700A,Inter-Divisional Charges,27098,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,200A,Materials & Supplies,9024,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,650A,Other Expenditures,16000,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,100A,Salaries And Benefits,8415195,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Administration,400A,Service And Rent,359088,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,510A,Contribution To Reserves/Reserve Funds,1743,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,300A,Equipment,3487,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,700A,Inter-Divisional Charges,17453,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,200A,Materials & Supplies,3957,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,650A,Other Expenditures,4800,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,100A,Salaries And Benefits,1603996,
Office of the Treasurer,PPEB-Payroll,PPEB-Payroll Management Reporting,400A,Service And Rent,17101,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,300A,Equipment,5927,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,700A,Inter-Divisional Charges,78798,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,200A,Materials & Supplies,10915,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,650A,Other Expenditures,992600,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,100A,Salaries And Benefits,1148817,
Office of the Treasurer,RS-Parking Ticket,RS-Parking Ticket Processing,400A,Service And Rent,1424361,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,300A,Equipment,2371,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,700A,Inter-Divisional Charges,53220,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,200A,Materials & Supplies,6707,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,100A,Salaries And Benefits,1409729,
Office of the Treasurer,RS-Property Tax Billing,RS-Appeals Processing,400A,Service And Rent,16247,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,300A,Equipment,593,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,700A,Inter-Divisional Charges,10375,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,200A,Materials & Supplies,1531,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,100A,Salaries And Benefits,198603,
Office of the Treasurer,RS-Property Tax Billing,RS-Apportionments of Property Tax,400A,Service And Rent,3293,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,300A,Equipment,1778,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,700A,Inter-Divisional Charges,387899,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,200A,Materials & Supplies,4311,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,100A,Salaries And Benefits,987090,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Assessment Reviews,400A,Service And Rent,18616,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,300A,Equipment,4149,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,700A,Inter-Divisional Charges,93001,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,200A,Materials & Supplies,8785,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,100A,Salaries And Benefits,1100937,
Office of the Treasurer,RS-Property Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,400A,Service And Rent,1462868,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,300A,Equipment,2371,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,700A,Inter-Divisional Charges,54242,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,200A,Materials & Supplies,7011,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,100A,Salaries And Benefits,1393299,
Office of the Treasurer,RS-Property Tax Billing,RS-Rebate & Deferral Programs,400A,Service And Rent,317017,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,300A,Equipment,4742,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,700A,Inter-Divisional Charges,141671,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,200A,Materials & Supplies,11499,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,650A,Other Expenditures,50000,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,100A,Salaries And Benefits,1920571,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Arrears Collections,400A,Service And Rent,799463,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,300A,Equipment,4498,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,700A,Inter-Divisional Charges,157528,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,200A,Materials & Supplies,24749,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,100A,Salaries And Benefits,627364,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Municipal Land Transfer Tax,400A,Service And Rent,593023,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,300A,Equipment,4149,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,700A,Inter-Divisional Charges,57328,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,200A,Materials & Supplies,15384,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,650A,Other Expenditures,279529,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,100A,Salaries And Benefits,1815373,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Payment Processing & Collection,400A,Service And Rent,171411,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,300A,Equipment,1186,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,700A,Inter-Divisional Charges,16179,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,200A,Materials & Supplies,3420,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,100A,Salaries And Benefits,858206,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Refund Processing,400A,Service And Rent,7872,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,300A,Equipment,2371,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,700A,Inter-Divisional Charges,31843,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,200A,Materials & Supplies,7522,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,100A,Salaries And Benefits,1710439,
Office of the Treasurer,RS-Revenue Accounting & Collection,RS-Revenue Accounting,400A,Service And Rent,15024,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,300A,Equipment,7113,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,700A,Inter-Divisional Charges,98299,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,200A,Materials & Supplies,22256,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,100A,Salaries And Benefits,5265144,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Contact Centre,400A,Service And Rent,66058,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,300A,Equipment,5334,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,700A,Inter-Divisional Charges,75981,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,200A,Materials & Supplies,18649,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,100A,Salaries And Benefits,3465992,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Revenue Services Counter Operations,400A,Service And Rent,34193,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,300A,Equipment,2371,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,700A,Inter-Divisional Charges,32285,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,200A,Materials & Supplies,7570,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,100A,Salaries And Benefits,1654275,
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",RS-Tax / Utility Account Administration,400A,Service And Rent,24057,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,300A,Equipment,6055,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,700A,Inter-Divisional Charges,157598,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,200A,Materials & Supplies,12156,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,100A,Salaries And Benefits,926468,
Office of the Treasurer,RS-Utility Billing,RS-Meter Reading Operations,400A,Service And Rent,296005,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,300A,Equipment,1185,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,700A,Inter-Divisional Charges,331034,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,200A,Materials & Supplies,1992,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,100A,Salaries And Benefits,387036,
Office of the Treasurer,RS-Utility Billing,RS-Solid Waste Billings,400A,Service And Rent,6982,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,300A,Equipment,14808,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,700A,Inter-Divisional Charges,55328,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,200A,Materials & Supplies,11855,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,100A,Salaries And Benefits,1460425,
Office of the Treasurer,RS-Utility Billing,RS-Water Billings,400A,Service And Rent,1260636,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,510A,Contribution To Reserves/Reserve Funds,251130,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,300A,Equipment,276628,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,700A,Inter-Divisional Charges,822753,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,200A,Materials & Supplies,1860417,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,650A,Other Expenditures,8888190,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,100A,Salaries And Benefits,14252638,
"Parks, Forestry & Recreation",PR-Community Recreation,Community Development,400A,Service And Rent,2345333,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,510A,Contribution To Reserves/Reserve Funds,735925,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,300A,Equipment,548156,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,700A,Inter-Divisional Charges,2561858,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,200A,Materials & Supplies,6100965,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,650A,Other Expenditures,191616,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,100A,Salaries And Benefits,57950031,
"Parks, Forestry & Recreation",PR-Community Recreation,Instructional Recreation Programs,400A,Service And Rent,11156094,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,510A,Contribution To Reserves/Reserve Funds,492776,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,300A,Equipment,369717,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,700A,Inter-Divisional Charges,1653487,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,200A,Materials & Supplies,5322511,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,650A,Other Expenditures,127591,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,100A,Salaries And Benefits,34318262,
"Parks, Forestry & Recreation",PR-Community Recreation,Leisure Recreation Programs,400A,Service And Rent,4499009,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,510A,Contribution To Reserves/Reserve Funds,1041640,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,300A,Equipment,482690,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,700A,Inter-Divisional Charges,3111597,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,200A,Materials & Supplies,8455224,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,650A,Other Expenditures,254960,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,100A,Salaries And Benefits,34066572,
"Parks, Forestry & Recreation",PR-Community Recreation,Permitted Activities & Recration Facilities,400A,Service And Rent,7127302,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,300A,Equipment,58268,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,700A,Inter-Divisional Charges,206187,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,200A,Materials & Supplies,90457,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,650A,Other Expenditures,78997,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,100A,Salaries And Benefits,11312168,
"Parks, Forestry & Recreation",PR-Community Recreation,Recreation & Facilities Planning & Development,400A,Service And Rent,327527,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,510A,Contribution To Reserves/Reserve Funds,342445,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,300A,Equipment,27245,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,700A,Inter-Divisional Charges,260600,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,200A,Materials & Supplies,163001,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,650A,Other Expenditures,2,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,100A,Salaries And Benefits,2445837,
"Parks, Forestry & Recreation",PR-Parks,Beach Access,400A,Service And Rent,97269,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,300A,Equipment,49545,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,700A,Inter-Divisional Charges,434760,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,200A,Materials & Supplies,361839,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,650A,Other Expenditures,81048,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,100A,Salaries And Benefits,10684994,
"Parks, Forestry & Recreation",PR-Parks,Parks Planning & Development,400A,Service And Rent,971809,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",510A,Contribution To Reserves/Reserve Funds,351296,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",300A,Equipment,59559,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",700A,Inter-Divisional Charges,163781,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",200A,Materials & Supplies,1023646,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",650A,Other Expenditures,240014,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",100A,Salaries And Benefits,3114863,
"Parks, Forestry & Recreation",PR-Parks,"Plant Production, Greenhouses, Comm Gardens & Conservatories",400A,Service And Rent,346059,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,510A,Contribution To Reserves/Reserve Funds,5514438,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,300A,Equipment,1186388,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,700A,Inter-Divisional Charges,9360512,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,200A,Materials & Supplies,11469072,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,650A,Other Expenditures,68221,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,100A,Salaries And Benefits,79866721,
"Parks, Forestry & Recreation",PR-Parks,PR-Parks Access,400A,Service And Rent,7732302,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,300A,Equipment,7912,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,700A,Inter-Divisional Charges,78744,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,200A,Materials & Supplies,26104,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,100A,Salaries And Benefits,938178,
"Parks, Forestry & Recreation",PR-Parks,Ravines & Watercourses,400A,Service And Rent,27024,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,510A,Contribution To Reserves/Reserve Funds,936077,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,300A,Equipment,11555,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,700A,Inter-Divisional Charges,666372,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,200A,Materials & Supplies,652028,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,650A,Other Expenditures,32931,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,100A,Salaries And Benefits,5201515,
"Parks, Forestry & Recreation",PR-Parks,Toronto Island Ferry Operations,400A,Service And Rent,448150,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,510A,Contribution To Reserves/Reserve Funds,308,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,300A,Equipment,7971,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,700A,Inter-Divisional Charges,32705,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,200A,Materials & Supplies,218349,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,650A,Other Expenditures,14,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,100A,Salaries And Benefits,1118003,
"Parks, Forestry & Recreation",PR-Parks,Zoo & Farm Attractions,400A,Service And Rent,62423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,510A,Contribution To Reserves/Reserve Funds,562652,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,300A,Equipment,288522,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,700A,Inter-Divisional Charges,1898877,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,200A,Materials & Supplies,866016,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,650A,Other Expenditures,163,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,100A,Salaries And Benefits,22181504,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Care & Maintenance,400A,Service And Rent,26826254,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,510A,Contribution To Reserves/Reserve Funds,112530,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,300A,Equipment,12383,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,700A,Inter-Divisional Charges,114409,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,200A,Materials & Supplies,337675,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,650A,Other Expenditures,100082,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,100A,Salaries And Benefits,2664864,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Planting,400A,Service And Rent,5557795,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,510A,Contribution To Reserves/Reserve Funds,75020,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,300A,Equipment,13423,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,700A,Inter-Divisional Charges,86762,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,200A,Materials & Supplies,52947,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,100A,Salaries And Benefits,4692742,
"Parks, Forestry & Recreation",PR-Urban Forestry,Tree Protection,400A,Service And Rent,34205,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,300A,Equipment,16331,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,700A,Inter-Divisional Charges,61085,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,200A,Materials & Supplies,19325,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,650A,Other Expenditures,23699,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,100A,Salaries And Benefits,3263097,
"Parks, Forestry & Recreation",PR-Urban Forestry,Urban Forestry Planning & Development,400A,Service And Rent,91811,
"Policy, Planning, Finance & Administration",Corporate Leadership,,300A,Equipment,2000,
"Policy, Planning, Finance & Administration",Corporate Leadership,,200A,Materials & Supplies,2213,
"Policy, Planning, Finance & Administration",Corporate Leadership,,100A,Salaries And Benefits,762349,
"Policy, Planning, Finance & Administration",Corporate Leadership,,400A,Service And Rent,11000,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,300A,Equipment,750,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,700A,Inter-Divisional Charges,101099,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,200A,Materials & Supplies,1144,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,100A,Salaries And Benefits,1837413,
"Policy, Planning, Finance & Administration",Organizational Effectiveness,,400A,Service And Rent,-2403,Non-normal value
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,510A,Contribution To Reserves/Reserve Funds,22455,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,300A,Equipment,6182,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,700A,Inter-Divisional Charges,318171,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,200A,Materials & Supplies,44785,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,100A,Salaries And Benefits,2298179,
"Policy, Planning, Finance & Administration",PA-Emergency Management,Emergency Management Program Development & Response,400A,Service And Rent,341278,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,300A,Equipment,2900,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,200A,Materials & Supplies,556,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,100A,Salaries And Benefits,2015154,
"Policy, Planning, Finance & Administration",PA-Financial Management,Budget Planning & coordination,400A,Service And Rent,6941,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,300A,Equipment,36450,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,200A,Materials & Supplies,3535,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,100A,Salaries And Benefits,5908812,
"Policy, Planning, Finance & Administration",PA-Financial Management,Financial Transaction & Payment Processing,400A,Service And Rent,52649,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,300A,Equipment,1725,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,200A,Materials & Supplies,351,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,100A,Salaries And Benefits,486046,
"Policy, Planning, Finance & Administration",PA-Program Support,Complement Management & Reporting,400A,Service And Rent,2138,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,510A,Contribution To Reserves/Reserve Funds,103266,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,300A,Equipment,33482,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,700A,Inter-Divisional Charges,355608,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,200A,Materials & Supplies,925355,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,100A,Salaries And Benefits,1598944,
"Policy, Planning, Finance & Administration",PA-Program Support,General Administration,400A,Service And Rent,278048,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,300A,Equipment,1125,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,200A,Materials & Supplies,816,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,100A,Salaries And Benefits,1169392,
"Policy, Planning, Finance & Administration",PA-Program Support,Public Consultation,400A,Service And Rent,5676,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,300A,Equipment,3375,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,200A,Materials & Supplies,113863,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,100A,Salaries And Benefits,2918247,
"Policy, Planning, Finance & Administration",PA-Program Support,Time & Attendance Data Entry & Reporting,400A,Service And Rent,185904,
Property Tax,Special Levy for Scarborough Subway,,510A,Special Levy for Scarborough Subway,24846399,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,510A,Contribution To Reserves/Reserve Funds,10154,
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Housing Stability Policy & Strategic Investments,300A,Equipment,26947,
