_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Rent Subsidies & Housing Allowances,920A,Transfers From Capital,16422,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,930A,Contribution From Reserves/Reserve Funds,21625677,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,810A,Federal Subsidies,109301470,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,750A,Inter-Divisional Recoveries,1238,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,820A,Other Subsidies,-16710555,Non-normal value
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,805A,Provincial Subsidies,3663479,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,940A,Sundry and Other Revenues,29738,
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Manage Social Housing Provider Subsidies,920A,Transfers From Capital,16422,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,930A,Contribution From Reserves/Reserve Funds,22500,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Engagement,805A,Provincial Subsidies,96494,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,930A,Contribution From Reserves/Reserve Funds,100000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,750A,Inter-Divisional Recoveries,125000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Funding Delivery,805A,Provincial Subsidies,2008287,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,750A,Inter-Divisional Recoveries,223300,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Community Safety,805A,Provincial Subsidies,243740,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,930A,Contribution From Reserves/Reserve Funds,7115000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,750A,Inter-Divisional Recoveries,150000,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Tower & Neighbourhood Revitalization,805A,Provincial Subsidies,392062,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,930A,Contribution From Reserves/Reserve Funds,292980,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,810A,Federal Subsidies,1625711,
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Youth Development,805A,Provincial Subsidies,114210,
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Investment Funding,930A,Contribution From Reserves/Reserve Funds,2370000,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Management & Reporting,805A,Provincial Subsidies,242261,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Financial Planning & Coordination,805A,Provincial Subsidies,55223,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Program Support,805A,Provincial Subsidies,86241,
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Revenue & Cash Management,805A,Provincial Subsidies,952521,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,930A,Contribution From Reserves/Reserve Funds,123100,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,810A,Federal Subsidies,413390,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Human Services System Planning,805A,Provincial Subsidies,298475,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Policy & Analysis,805A,Provincial Subsidies,62985,
"Social Development, Finance & Administration",CD-Social Policy & Planning,Social Research & Evaluation,805A,Provincial Subsidies,233903,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Corporate Partnership Initiatives,930A,Contribution From Reserves/Reserve Funds,150000,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Partnership Development,930A,Contribution From Reserves/Reserve Funds,275000,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Revenue Generation and Management,930A,Contribution From Reserves/Reserve Funds,75000,
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Revenue Generation and Management,940A,Sundry and Other Revenues,108149,
"Social Development, Finance & Administration",Corporate Leadership (DCM),,805A,Provincial Subsidies,90018,
Solid Waste Management Services,SW-City Beautification,Street Litter Bins,750A,Inter-Divisional Recoveries,1354830,
Solid Waste Management Services,SW-Residual Management,Energy Generation,940A,Sundry and Other Revenues,800000,
Solid Waste Management Services,SW-Residual Management,Energy Generation,920A,Transfers From Capital,70000,
Solid Waste Management Services,SW-Residual Management,Green Lane Landfill Site,750A,Inter-Divisional Recoveries,1020000,
Solid Waste Management Services,SW-Residual Management,Green Lane Landfill Site,940A,Sundry and Other Revenues,39135871,
Solid Waste Management Services,SW-Residual Management,Green Lane Landfill Site,850A,User Fees & Donations,4430010,
Solid Waste Management Services,SW-Residual Management,Perpetual Care,920A,Transfers From Capital,2313207,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),750A,Inter-Divisional Recoveries,1337659,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),940A,Sundry and Other Revenues,3052460,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Garbage (C&T),850A,User Fees & Donations,258464418,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),940A,Sundry and Other Revenues,34362,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),850A,User Fees & Donations,220029,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),750A,Inter-Divisional Recoveries,38004,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),805A,Provincial Subsidies,11121600,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),940A,Sundry and Other Revenues,722437,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),750A,Inter-Divisional Recoveries,2030254,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),805A,Provincial Subsidies,6729,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),920A,Transfers From Capital,465500,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),850A,User Fees & Donations,8449500,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),920A,Transfers From Capital,123500,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),750A,Inter-Divisional Recoveries,100473,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),805A,Provincial Subsidies,1441,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),920A,Transfers From Capital,85500,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),850A,User Fees & Donations,313372,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),805A,Provincial Subsidies,1006621,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),940A,Sundry and Other Revenues,462187,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),920A,Transfers From Capital,70000,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),750A,Inter-Divisional Recoveries,103020,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),805A,Provincial Subsidies,9879012,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),940A,Sundry and Other Revenues,23061797,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),920A,Transfers From Capital,199500,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),850A,User Fees & Donations,311859,
Theatres,Theatrical & Other Cultural Events,,930A,Contribution From Reserves/Reserve Funds,2062340,
Theatres,Theatrical & Other Cultural Events,,940A,Sundry and Other Revenues,3088390,
Theatres,Theatrical & Other Cultural Events,,850A,User Fees & Donations,12827713,
Toronto & Region Conservation Authority,,,930A,Contribution From Reserves/Reserve Funds,4598000,
Toronto & Region Conservation Authority,,,805A,Provincial Subsidies,1835000,
Toronto & Region Conservation Authority,,,940A,Sundry and Other Revenues,5231000,
Toronto & Region Conservation Authority,,,850A,User Fees & Donations,24799000,
Toronto Atmospheric Fund,,,940A,Sundry and Other Revenues,1925000,
Toronto Atmospheric Fund,,,850A,User Fees & Donations,650000,
Toronto Building,BL-Building Compliance,Building Inspections,750A,Inter-Divisional Recoveries,337203,
Toronto Building,BL-Building Compliance,Building Inspections,860A,Licences & Permits Revenue,21233082,
Toronto Building,BL-Building Compliance,Building Inspections,940A,Sundry and Other Revenues,14600,
Toronto Building,BL-Building Compliance,Building Inspections,920A,Transfers From Capital,162721,
Toronto Building,BL-Building Compliance,Building Inspections,850A,User Fees & Donations,594567,
Toronto Building,BL-Building Compliance,Building Investigations,750A,Inter-Divisional Recoveries,68365,
Toronto Building,BL-Building Compliance,Building Investigations,860A,Licences & Permits Revenue,4304788,
Toronto Building,BL-Building Compliance,Building Investigations,940A,Sundry and Other Revenues,2960,
Toronto Building,BL-Building Compliance,Building Investigations,920A,Transfers From Capital,27921,
Toronto Building,BL-Building Compliance,Building Investigations,850A,User Fees & Donations,120542,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,750A,Inter-Divisional Recoveries,7391,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,860A,Licences & Permits Revenue,465382,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,940A,Sundry and Other Revenues,320,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,920A,Transfers From Capital,2384,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,850A,User Fees & Donations,13032,
Toronto Building,BL-Building Permission & Information,Building Information,750A,Inter-Divisional Recoveries,101623,
Toronto Building,BL-Building Permission & Information,Building Information,860A,Licences & Permits Revenue,6399012,
Toronto Building,BL-Building Permission & Information,Building Information,940A,Sundry and Other Revenues,4400,
Toronto Building,BL-Building Permission & Information,Building Information,920A,Transfers From Capital,49453,
Toronto Building,BL-Building Permission & Information,Building Information,850A,User Fees & Donations,179185,
Toronto Building,BL-Building Permission & Information,Building Permits,750A,Inter-Divisional Recoveries,330736,
Toronto Building,BL-Building Permission & Information,Building Permits,860A,Licences & Permits Revenue,20825871,
Toronto Building,BL-Building Permission & Information,Building Permits,940A,Sundry and Other Revenues,14320,
Toronto Building,BL-Building Permission & Information,Building Permits,920A,Transfers From Capital,153682,
Toronto Building,BL-Building Permission & Information,Building Permits,850A,User Fees & Donations,583164,
Toronto Building,BL-Building Permission & Information,Preliminary Review,750A,Inter-Divisional Recoveries,78527,
Toronto Building,BL-Building Permission & Information,Preliminary Review,860A,Licences & Permits Revenue,4944690,
Toronto Building,BL-Building Permission & Information,Preliminary Review,940A,Sundry and Other Revenues,3400,
Toronto Building,BL-Building Permission & Information,Preliminary Review,920A,Transfers From Capital,38103,
Toronto Building,BL-Building Permission & Information,Preliminary Review,850A,User Fees & Donations,138461,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,750A,Inter-Divisional Recoveries,5422,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,805A,Provincial Subsidies,2523400,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,930A,Contribution From Reserves/Reserve Funds,1349250,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,750A,Inter-Divisional Recoveries,60382,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,805A,Provincial Subsidies,48375792,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,930A,Contribution From Reserves/Reserve Funds,13224031,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,750A,Inter-Divisional Recoveries,50035,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,820A,Other Subsidies,6799500,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,805A,Provincial Subsidies,784777885,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,940A,Sundry and Other Revenues,17800000,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,930A,Contribution From Reserves/Reserve Funds,266875,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,750A,Inter-Divisional Recoveries,107618,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,805A,Provincial Subsidies,26861425,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,930A,Contribution From Reserves/Reserve Funds,392875,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,750A,Inter-Divisional Recoveries,130899,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,805A,Provincial Subsidies,54098260,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,750A,Inter-Divisional Recoveries,416244,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,805A,Provincial Subsidies,605547,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,940A,Sundry and Other Revenues,1045,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,920A,Transfers From Capital,900,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,850A,User Fees & Donations,470953,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,750A,Inter-Divisional Recoveries,540,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,805A,Provincial Subsidies,1000542,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,940A,Sundry and Other Revenues,3397,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,920A,Transfers From Capital,225,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,850A,User Fees & Donations,89,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,750A,Inter-Divisional Recoveries,3962,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,805A,Provincial Subsidies,3506809,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,940A,Sundry and Other Revenues,6343,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,920A,Transfers From Capital,1650,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,850A,User Fees & Donations,6065,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,750A,Inter-Divisional Recoveries,471791,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,805A,Provincial Subsidies,86333216,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,940A,Sundry and Other Revenues,567063,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,920A,Transfers From Capital,71550,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,850A,User Fees & Donations,267425,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,930A,Contribution From Reserves/Reserve Funds,409503,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,750A,Inter-Divisional Recoveries,1621,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,805A,Provincial Subsidies,1004278,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,940A,Sundry and Other Revenues,1764332,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,920A,Transfers From Capital,675,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,850A,User Fees & Donations,390092,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,805A,Provincial Subsidies,26097072,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,940A,Sundry and Other Revenues,2352,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,850A,User Fees & Donations,7091,
Toronto Parking Authority,Bike Share,,930A,Contribution From Reserves/Reserve Funds,770000,
Toronto Parking Authority,Bike Share,,940A,Sundry and Other Revenues,55100,
Toronto Parking Authority,Bike Share,,850A,User Fees & Donations,88000,
Toronto Parking Authority,Off-Street Parking,,940A,Sundry and Other Revenues,4525503,
Toronto Parking Authority,Off-Street Parking,,850A,User Fees & Donations,80392489,
Toronto Parking Authority,On-Street Parking,,850A,User Fees & Donations,48398348,
Toronto Police Service,,,930A,Contribution From Reserves/Reserve Funds,22534000,
Toronto Police Service,,,750A,Inter-Divisional Recoveries,9956100,
Toronto Police Service,,,805A,Provincial Subsidies,112245200,
Toronto Police Service,,,940A,Sundry and Other Revenues,900000,
Toronto Police Service,,,850A,User Fees & Donations,47018800,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,930A,Contribution From Reserves/Reserve Funds,750000,
Toronto Public Health,Chronic Diseases & Injuries,,930A,Contribution From Reserves/Reserve Funds,52467,
Toronto Public Health,Chronic Diseases & Injuries,,810A,Federal Subsidies,232161,
Toronto Public Health,Chronic Diseases & Injuries,,805A,Provincial Subsidies,24233248,
Toronto Public Health,Chronic Diseases & Injuries,,940A,Sundry and Other Revenues,7418,
Toronto Public Health,Chronic Diseases & Injuries,,920A,Transfers From Capital,812865,
Toronto Public Health,Emergency Preparedness,,930A,Contribution From Reserves/Reserve Funds,6279,
Toronto Public Health,Emergency Preparedness,,805A,Provincial Subsidies,2304208,
Toronto Public Health,Emergency Preparedness,,940A,Sundry and Other Revenues,10488,
Toronto Public Health,Emergency Preparedness,,920A,Transfers From Capital,68128,
Toronto Public Health,Emergency Preparedness,,850A,User Fees & Donations,20909,
Toronto Public Health,Environmental Health,,930A,Contribution From Reserves/Reserve Funds,62790,
Toronto Public Health,Environmental Health,,810A,Federal Subsidies,128036,
Toronto Public Health,Environmental Health,,750A,Inter-Divisional Recoveries,10630,
Toronto Public Health,Environmental Health,,805A,Provincial Subsidies,17030736,
Toronto Public Health,Environmental Health,,940A,Sundry and Other Revenues,103512,
Toronto Public Health,Environmental Health,,920A,Transfers From Capital,327853,
Toronto Public Health,Environmental Health,,850A,User Fees & Donations,929620,
Toronto Public Health,Family Health,,930A,Contribution From Reserves/Reserve Funds,1256,
Toronto Public Health,Family Health,,750A,Inter-Divisional Recoveries,9841662,
Toronto Public Health,Family Health,,805A,Provincial Subsidies,71655506,
Toronto Public Health,Family Health,,940A,Sundry and Other Revenues,234738,
Toronto Public Health,Family Health,,920A,Transfers From Capital,881765,
Toronto Public Health,Infectious Diseases,,930A,Contribution From Reserves/Reserve Funds,51488,
Toronto Public Health,Infectious Diseases,,810A,Federal Subsidies,3731,
Toronto Public Health,Infectious Diseases,,805A,Provincial Subsidies,48084727,
Toronto Public Health,Infectious Diseases,,940A,Sundry and Other Revenues,1041312,
Toronto Public Health,Infectious Diseases,,920A,Transfers From Capital,1199362,
Toronto Public Health,Infectious Diseases,,850A,User Fees & Donations,71217,
Toronto Public Health,Public Health Foundations,,810A,Federal Subsidies,23500,
Toronto Public Health,Public Health Foundations,,750A,Inter-Divisional Recoveries,689594,
Toronto Public Health,Public Health Foundations,,805A,Provincial Subsidies,16280788,
Toronto Public Health,Public Health Foundations,,940A,Sundry and Other Revenues,301438,
Toronto Public Health,Public Health Foundations,,920A,Transfers From Capital,348564,
Toronto Public Library,Library Collections Access & Borrowing,,930A,Contribution From Reserves/Reserve Funds,3476000,
Toronto Public Library,Library Collections Access & Borrowing,,810A,Federal Subsidies,3628,
Toronto Public Library,Library Collections Access & Borrowing,,805A,Provincial Subsidies,1033120,
Toronto Public Library,Library Collections Access & Borrowing,,940A,Sundry and Other Revenues,344216,
Toronto Public Library,Library Collections Access & Borrowing,,920A,Transfers From Capital,56596,
Toronto Public Library,Library Collections Access & Borrowing,,850A,User Fees & Donations,912902,
Toronto Public Library,Library In-Branch & Virtual Services,,930A,Contribution From Reserves/Reserve Funds,83400,
Toronto Public Library,Library In-Branch & Virtual Services,,810A,Federal Subsidies,16002,
Toronto Public Library,Library In-Branch & Virtual Services,,805A,Provincial Subsidies,4557047,
Toronto Public Library,Library In-Branch & Virtual Services,,940A,Sundry and Other Revenues,1518322,
Toronto Public Library,Library In-Branch & Virtual Services,,920A,Transfers From Capital,249639,
Toronto Public Library,Library In-Branch & Virtual Services,,850A,User Fees & Donations,4026019,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,810A,Federal Subsidies,370,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,805A,Provincial Subsidies,105233,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,940A,Sundry and Other Revenues,35062,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,920A,Transfers From Capital,5765,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,850A,User Fees & Donations,92779,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,930A,Contribution From Reserves/Reserve Funds,9897500,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,940A,Sundry and Other Revenues,3504300,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,850A,User Fees & Donations,1206687700,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,930A,Contribution From Reserves/Reserve Funds,300000,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,850A,User Fees & Donations,6214300,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,940A,Sundry and Other Revenues,1028946,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,920A,Transfers From Capital,128940,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,850A,User Fees & Donations,1396955,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,930A,Contribution From Reserves/Reserve Funds,195000,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,940A,Sundry and Other Revenues,558415,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,920A,Transfers From Capital,73007,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,850A,User Fees & Donations,100483,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,940A,Sundry and Other Revenues,516948861,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,920A,Transfers From Capital,493558,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,850A,User Fees & Donations,7500183,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,750A,Inter-Divisional Recoveries,25000,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,940A,Sundry and Other Revenues,20114310,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,920A,Transfers From Capital,534916,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,850A,User Fees & Donations,14628670,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,940A,Sundry and Other Revenues,462538239,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,920A,Transfers From Capital,1058377,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,850A,User Fees & Donations,12991624,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,940A,Sundry and Other Revenues,37227771,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,920A,Transfers From Capital,378348,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,850A,User Fees & Donations,3213446,
Toronto Zoo,Zoo Conservation & Science,,805A,Provincial Subsidies,1011500,
Toronto Zoo,Zoo Conservation & Science,,940A,Sundry and Other Revenues,74063,
Toronto Zoo,Zoo Conservation & Science,,850A,User Fees & Donations,909396,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,940A,Sundry and Other Revenues,450,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,850A,User Fees & Donations,3130161,
Toronto Zoo,Zoo Visitor Services,,930A,Contribution From Reserves/Reserve Funds,386000,
Toronto Zoo,Zoo Visitor Services,,940A,Sundry and Other Revenues,646687,
Toronto Zoo,Zoo Visitor Services,,920A,Transfers From Capital,171000,
Toronto Zoo,Zoo Visitor Services,,850A,User Fees & Donations,32525846,
Transportation Services,TP-Permits & Applications,Construction Permits,930A,Contribution From Reserves/Reserve Funds,1623191,
Transportation Services,TP-Permits & Applications,Construction Permits,860A,Licences & Permits Revenue,5020398,
Transportation Services,TP-Permits & Applications,Construction Permits,940A,Sundry and Other Revenues,38589,
Transportation Services,TP-Permits & Applications,Construction Permits,920A,Transfers From Capital,15139,
Transportation Services,TP-Permits & Applications,Construction Permits,850A,User Fees & Donations,1188893,
Transportation Services,TP-Permits & Applications,Development Review Applications,930A,Contribution From Reserves/Reserve Funds,383197,
Transportation Services,TP-Permits & Applications,Development Review Applications,940A,Sundry and Other Revenues,103720,
Transportation Services,TP-Permits & Applications,Development Review Applications,920A,Transfers From Capital,8169,
Transportation Services,TP-Permits & Applications,Development Review Applications,850A,User Fees & Donations,2550517,
Transportation Services,TP-Permits & Applications,Parking Permits,930A,Contribution From Reserves/Reserve Funds,892976,
Transportation Services,TP-Permits & Applications,Parking Permits,860A,Licences & Permits Revenue,585869,
Transportation Services,TP-Permits & Applications,Parking Permits,940A,Sundry and Other Revenues,-1233508,Non-normal value
Transportation Services,TP-Permits & Applications,Parking Permits,920A,Transfers From Capital,8169,
Transportation Services,TP-Permits & Applications,Parking Permits,850A,User Fees & Donations,19677292,
Transportation Services,TP-Permits & Applications,Street Events,930A,Contribution From Reserves/Reserve Funds,1219853,
Transportation Services,TP-Permits & Applications,Street Events,860A,Licences & Permits Revenue,569802,
Transportation Services,TP-Permits & Applications,Street Events,940A,Sundry and Other Revenues,-94129,Non-normal value
Transportation Services,TP-Permits & Applications,Street Events,920A,Transfers From Capital,10492,
Transportation Services,TP-Permits & Applications,Street Events,850A,User Fees & Donations,186685,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",930A,Contribution From Reserves/Reserve Funds,426544,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",940A,Sundry and Other Revenues,758819,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",920A,Transfers From Capital,2438350,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",850A,User Fees & Donations,46012,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,930A,Contribution From Reserves/Reserve Funds,383299,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,940A,Sundry and Other Revenues,102738,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,920A,Transfers From Capital,464811,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,930A,Contribution From Reserves/Reserve Funds,1688190,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,940A,Sundry and Other Revenues,124282,
